TYPE,ADRESSE,ARRONDISSEMENT,HORAIRE,geo_shape,geo
SANISETTE,AVENUE DE L OBSERVATOIRE,PARIS 6EME ARRONDISSEMENT,6 h - 22 h,"{""coordinates"": [[2.3372284244281882, 48.842224100416594]], ""type"": ""MultiPoint""}","48.842224100416594, 2.3372284244281882"
SANISETTE,CHAMPS DE MARS avenue GENERAL FERRIE,PARIS 7EME ARRONDISSEMENT,6 h - 22 h,"{""coordinates"": [[2.2969433160913293, 48.85718239169633]], ""type"": ""MultiPoint""}","48.85718239169633, 2.2969433160913293"
SANISETTE,opposé au 168 BOULEVARD DE MAGENTA,PARIS 9EME ARRONDISSEMENT,6 h - 22 h,"{""coordinates"": [[2.3496100033786815, 48.88327009160384]], ""type"": ""MultiPoint""}","48.88327009160384, 2.3496100033786815"
SANISETTE,61  BOULEVARD DE LA VILLETTE,PARIS 10EME ARRONDISSEMENT,24 h / 24,"{""coordinates"": [[2.3721835445606883, 48.87619604525083]], ""type"": ""MultiPoint""}","48.87619604525083, 2.3721835445606883"
SANISETTE,face au 113 BOULEVARD VOLTAIRE,PARIS 11EME ARRONDISSEMENT,6 h - 22 h,"{""coordinates"": [[2.3809564924568813, 48.85718815652632]], ""type"": ""MultiPoint""}","48.85718815652632, 2.3809564924568813"
SANISETTE,58  AVENUE DE LA REPUBLIQUE,PARIS 11EME ARRONDISSEMENT,24 h / 24,"{""coordinates"": [[2.376082810937343, 48.864897215034844]], ""type"": ""MultiPoint""}","48.864897215034844, 2.376082810937343"
SANISETTE,opposé au 16 PLACE DE LA NATION,PARIS 12EME ARRONDISSEMENT,24 h / 24,"{""coordinates"": [[2.395482550580198, 48.84744480307578]], ""type"": ""MultiPoint""}","48.84744480307578, 2.395482550580198"
SANISETTE,face au 40 AVENUE REILLE,PARIS 14EME ARRONDISSEMENT,24 h / 24,"{""coordinates"": [[2.338538930462029, 48.82444207894633]], ""type"": ""MultiPoint""}","48.82444207894633, 2.338538930462029"
TOILETTES,SQUARE GUSTAVE MESUREUR,PARIS 13EME ARRONDISSEMENT,Voir fiche équipement,"{""coordinates"": [[2.362528628434362, 48.83375567644587]], ""type"": ""MultiPoint""}","48.83375567644587, 2.362528628434362"
TOILETTES,SQUARE NICOLE DE HAUTECLOCQUE,PARIS 15EME ARRONDISSEMENT,Voir fiche équipement,"{""coordinates"": [[2.2935714281377564, 48.85258138739333]], ""type"": ""MultiPoint""}","48.85258138739333, 2.2935714281377564"
TOILETTES,SQUARE DU PASSAGE LEON,PARIS 18EME ARRONDISSEMENT,Voir fiche équipement,"{""coordinates"": [[2.3533236521311065, 48.88589735591783]], ""type"": ""MultiPoint""}","48.88589735591783, 2.3533236521311065"
TOILETTES,SQUARE DE LA BUTTE DU CHAPEAU ROUGE,PARIS 19EME ARRONDISSEMENT,Voir fiche équipement,"{""coordinates"": [[2.3987808441159437, 48.88101652135978]], ""type"": ""MultiPoint""}","48.88101652135978, 2.3987808441159437"
TOILETTES,SQUARE MARIE CURIE,PARIS 13EME ARRONDISSEMENT,Voir fiche équipement,"{""coordinates"": [[2.363377124615041, 48.84118348536188]], ""type"": ""MultiPoint""}","48.84118348536188, 2.363377124615041"
SANISETTE,92102  RUE BLOMET,PARIS 15EME ARRONDISSEMENT,6 h - 22 h,"{""coordinates"": [[2.300280980817666, 48.840905986519076]], ""type"": ""MultiPoint""}","48.840905986519076, 2.300280980817666"
SANISETTE,68  RUE DE LA PROCESSION,PARIS 15EME ARRONDISSEMENT,6 h - 22 h,"{""coordinates"": [[2.3098231993138203, 48.8364136146479]], ""type"": ""MultiPoint""}","48.8364136146479, 2.3098231993138203"
SANISETTE,BOULEVARD GARIBALDI,PARIS 15EME ARRONDISSEMENT,6 h - 22 h,"{""coordinates"": [[2.3020720310912566, 48.84784179190658]], ""type"": ""MultiPoint""}","48.84784179190658, 2.3020720310912566"
SANISETTE,BOULEVARD MURAT,PARIS 16EME ARRONDISSEMENT,6 h - 22 h,"{""coordinates"": [[2.256178234666104, 48.84223492178065]], ""type"": ""MultiPoint""}","48.84223492178065, 2.256178234666104"
SANISETTE,72  AVENUE DE VILLIERS,PARIS 17EME ARRONDISSEMENT,6 h - 22 h,"{""coordinates"": [[2.304206179918654, 48.88402756400257]], ""type"": ""MultiPoint""}","48.88402756400257, 2.304206179918654"
SANISETTE,29  RUE ERNESTINE,PARIS 18EME ARRONDISSEMENT,6 h - 22 h,"{""coordinates"": [[2.3546097155031576, 48.89045444451694]], ""type"": ""MultiPoint""}","48.89045444451694, 2.3546097155031576"
SANISETTE,face au 3 BOULEVARD NEY,PARIS 18EME ARRONDISSEMENT,6 h - 22 h,"{""coordinates"": [[2.369298128147696, 48.89877331075298]], ""type"": ""MultiPoint""}","48.89877331075298, 2.369298128147696"
SANISETTE,AVENUE DE LA PORTE DE CLIGNANCOURT,PARIS 18EME ARRONDISSEMENT,6 h - 22 h,"{""coordinates"": [[2.344441605047774, 48.901133033184905]], ""type"": ""MultiPoint""}","48.901133033184905, 2.344441605047774"
SANISETTE,AVENUE DE LA PORTE BRUNET,PARIS 19EME ARRONDISSEMENT,6 h - 22 h,"{""coordinates"": [[2.397859680104252, 48.88389762041915]], ""type"": ""MultiPoint""}","48.88389762041915, 2.397859680104252"
SANISETTE,52  QUAI DE LA LOIRE,PARIS 19EME ARRONDISSEMENT,24 h / 24,"{""coordinates"": [[2.3758476534212503, 48.88580325041216]], ""type"": ""MultiPoint""}","48.88580325041216, 2.3758476534212503"
SANISETTE,72  RUE DES AMANDIERS,PARIS 20EME ARRONDISSEMENT,6 h - 22 h,"{""coordinates"": [[2.3897774505152958, 48.8662840530238]], ""type"": ""MultiPoint""}","48.8662840530238, 2.3897774505152958"
SANISETTE,RUE SAINT JACQUES,PARIS 5EME ARRONDISSEMENT,6 h - 1 h,"{""coordinates"": [[2.343987824033057, 48.84781204558066]], ""type"": ""MultiPoint""}","48.84781204558066, 2.343987824033057"
SANISETTE,face au 12 RUE DE BABYLONE,PARIS 7EME ARRONDISSEMENT,24 h / 24,"{""coordinates"": [[2.3251801379515964, 48.85162683107906]], ""type"": ""MultiPoint""}","48.85162683107906, 2.3251801379515964"
SANISETTE,17  BOULEVARD DE ROCHECHOUART,PARIS 9EME ARRONDISSEMENT,24 h / 24,"{""coordinates"": [[2.3474331686543706, 48.88342061155756]], ""type"": ""MultiPoint""}","48.88342061155756, 2.3474331686543706"
SANISETTE,125  AVENUE LEDRU ROLLIN,PARIS 11EME ARRONDISSEMENT,6 h - 1 h,"{""coordinates"": [[2.3776669195093056, 48.85413586971285]], ""type"": ""MultiPoint""}","48.85413586971285, 2.3776669195093056"
SANISETTE,face au 7 BOULEVARD DE MENILMONTANT,PARIS 11EME ARRONDISSEMENT,6 h - 22 h,"{""coordinates"": [[2.3893212202570355, 48.858817494127436]], ""type"": ""MultiPoint""}","48.858817494127436, 2.3893212202570355"
SANISETTE,2  RUE FERNAND FOUREAU,PARIS 12EME ARRONDISSEMENT,6 h - 22 h,"{""coordinates"": [[2.4112693977729287, 48.846198151492416]], ""type"": ""MultiPoint""}","48.846198151492416, 2.4112693977729287"
SANISETTE,32  BOULEVARD DIDEROT,PARIS 12EME ARRONDISSEMENT,24 h / 24,"{""coordinates"": [[2.3765477621624016, 48.8461125710548]], ""type"": ""MultiPoint""}","48.8461125710548, 2.3765477621624016"
SANISETTE,opposé au 8 AVENUE DE LA PORTE DE CHATILLON,PARIS 14EME ARRONDISSEMENT,6 h - 22 h,"{""coordinates"": [[2.3181811717384533, 48.82384501587048]], ""type"": ""MultiPoint""}","48.82384501587048, 2.3181811717384533"
SANISETTE,95  BOULEVARD DE PORT ROYAL,PARIS 14EME ARRONDISSEMENT,6 h - 22 h,"{""coordinates"": [[2.3418057664471923, 48.83827022970237]], ""type"": ""MultiPoint""}","48.83827022970237, 2.3418057664471923"
TOILETTES,BOIS DE VINCENNES - PLATEAU DE SAINT-MANDE,PARIS 12EME ARRONDISSEMENT,Voir fiche équipement,"{""coordinates"": [[2.4204189876204447, 48.84310448474707]], ""type"": ""MultiPoint""}","48.84310448474707, 2.4204189876204447"
TOILETTES,SQUARE DE L'AVENUE BOUTROUX,PARIS 13EME ARRONDISSEMENT,Voir fiche équipement,"{""coordinates"": [[2.3758995602355886, 48.82166498960514]], ""type"": ""MultiPoint""}","48.82166498960514, 2.3758995602355886"
TOILETTES,PARC MONTSOURIS,PARIS 14EME ARRONDISSEMENT,Voir fiche équipement,"{""coordinates"": [[2.336591562073573, 48.82227702153403]], ""type"": ""MultiPoint""}","48.82227702153403, 2.336591562073573"
TOILETTES,SQUARE THOMAS JEFFERSON,PARIS 16EME ARRONDISSEMENT,Voir fiche équipement,"{""coordinates"": [[2.2947040778061325, 48.867765583257565]], ""type"": ""MultiPoint""}","48.867765583257565, 2.2947040778061325"
TOILETTES,SQUARE DU SERMENT DE KOUFRA,PARIS 14EME ARRONDISSEMENT,Voir fiche équipement,"{""coordinates"": [[2.3236001578901857, 48.82225626602283]], ""type"": ""MultiPoint""}","48.82225626602283, 2.3236001578901857"
SANISETTE,face au 19 RUE LEON LHERMITTE,PARIS 15EME ARRONDISSEMENT,6 h - 22 h,"{""coordinates"": [[2.2978105404121973, 48.84286484165984]], ""type"": ""MultiPoint""}","48.84286484165984, 2.2978105404121973"
SANISETTE,BOULEVARD SUCHET,PARIS 16EME ARRONDISSEMENT,6 h - 22 h,"{""coordinates"": [[2.268228085789698, 48.8623619666065]], ""type"": ""MultiPoint""}","48.8623619666065, 2.268228085789698"
SANISETTE,37  RUE MIRABEAU,PARIS 16EME ARRONDISSEMENT,6 h - 22 h,"{""coordinates"": [[2.2690815555105996, 48.84593889811058]], ""type"": ""MultiPoint""}","48.84593889811058, 2.2690815555105996"
SANISETTE,2  PLACE DE BARCELONE,PARIS 16EME ARRONDISSEMENT,6 h - 22 h,"{""coordinates"": [[2.2736325929423113, 48.847682311485244]], ""type"": ""MultiPoint""}","48.847682311485244, 2.2736325929423113"
SANISETTE,face au 17 RUE POLONCEAU,PARIS 18EME ARRONDISSEMENT,6 h - 22 h,"{""coordinates"": [[2.353401466086365, 48.8856323532007]], ""type"": ""MultiPoint""}","48.8856323532007, 2.353401466086365"
SANISETTE,43  BOULEVARD BARBES,PARIS 18EME ARRONDISSEMENT,24 h / 24,"{""coordinates"": [[2.349430631664678, 48.888494138405285]], ""type"": ""MultiPoint""}","48.888494138405285, 2.349430631664678"
SANISETTE,face au 3 RUE MARCEL SEMBAT,PARIS 18EME ARRONDISSEMENT,24 h / 24,"{""coordinates"": [[2.3376909770543213, 48.89901685197782]], ""type"": ""MultiPoint""}","48.89901685197782, 2.3376909770543213"
SANISETTE,RUE DU PRES SAINT-GERVAIS,PARIS 19EME ARRONDISSEMENT,6 h - 22 h,"{""coordinates"": [[2.3930155080426094, 48.87618604232601]], ""type"": ""MultiPoint""}","48.87618604232601, 2.3930155080426094"
SANISETTE,118  BOULEVARD DE CHARONNE,PARIS 20EME ARRONDISSEMENT,6 h - 22 h,"{""coordinates"": [[2.395955166955244, 48.854761122611684]], ""type"": ""MultiPoint""}","48.854761122611684, 2.395955166955244"
SANISETTE,41  BOULEVARD BOURDON,PARIS 4EME ARRONDISSEMENT,24 h / 24,"{""coordinates"": [[2.3683566939635288, 48.852642689093194]], ""type"": ""MultiPoint""}","48.852642689093194, 2.3683566939635288"
SANISETTE,1  AVENUE DE VERDUN,PARIS 10EME ARRONDISSEMENT,24 h / 24,"{""coordinates"": [[2.361395771844325, 48.87630404629899]], ""type"": ""MultiPoint""}","48.87630404629899, 2.361395771844325"
SANISETTE,145  BOULEVARD DE MAGENTA,PARIS 10EME ARRONDISSEMENT,6 h - 22 h,"{""coordinates"": [[2.3505342288843845, 48.88224462938898]], ""type"": ""MultiPoint""}","48.88224462938898, 2.3505342288843845"
SANISETTE,face au 86 BOULEVARD RICHARD LENOIR,PARIS 11EME ARRONDISSEMENT,24 h / 24,"{""coordinates"": [[2.3726633537236443, 48.86174075601051]], ""type"": ""MultiPoint""}","48.86174075601051, 2.3726633537236443"
SANISETTE,face au 32 BOULEVARD EDGAR QUINET,PARIS 14EME ARRONDISSEMENT,24 h / 24,"{""coordinates"": [[2.3268312111018363, 48.84047147744345]], ""type"": ""MultiPoint""}","48.84047147744345, 2.3268312111018363"
SANISETTE,face au 14 AVENUE RENE COTY,PARIS 14EME ARRONDISSEMENT,6 h - 22 h,"{""coordinates"": [[2.333834169548362, 48.83036895346169]], ""type"": ""MultiPoint""}","48.83036895346169, 2.333834169548362"
TOILETTES,JARDIN RACHMANINOV,PARIS 18EME ARRONDISSEMENT,Voir fiche équipement,"{""coordinates"": [[2.363815455797893, 48.895558597727934]], ""type"": ""MultiPoint""}","48.895558597727934, 2.363815455797893"
TOILETTES,JARDIN SERGE GAINSBOURG,PARIS 19EME ARRONDISSEMENT,Voir fiche équipement,"{""coordinates"": [[2.408116526446009, 48.878344636450926]], ""type"": ""MultiPoint""}","48.878344636450926, 2.408116526446009"
TOILETTES,SQUARE JEAN MOULIN,PARIS 14EME ARRONDISSEMENT,Voir fiche équipement,"{""coordinates"": [[2.318778528754187, 48.82377533751297]], ""type"": ""MultiPoint""}","48.82377533751297, 2.318778528754187"
TOILETTES,SQUARE SAINT-ELOI,PARIS 12EME ARRONDISSEMENT,Voir fiche équipement,"{""coordinates"": [[2.3876622985220606, 48.844575826781394]], ""type"": ""MultiPoint""}","48.844575826781394, 2.3876622985220606"
TOILETTES,SQUARE SERGENT AURELIE SALEL,PARIS 20EME ARRONDISSEMENT,Voir fiche équipement,"{""coordinates"": [[2.3912979048873217, 48.867159405298914]], ""type"": ""MultiPoint""}","48.867159405298914, 2.3912979048873217"
TOILETTES,SQUARE LEON SERPOLLET,PARIS 18EME ARRONDISSEMENT,Voir fiche équipement,"{""coordinates"": [[2.339101315132686, 48.89225644637529]], ""type"": ""MultiPoint""}","48.89225644637529, 2.339101315132686"
SANISETTE,1  AVENUE RENE COTY,PARIS 14EME ARRONDISSEMENT,6 h - 22 h,"{""coordinates"": [[2.332917144300116, 48.833138992506505]], ""type"": ""MultiPoint""}","48.833138992506505, 2.332917144300116"
SANISETTE,185  BOULEVARD LEFEBVRE,PARIS 15EME ARRONDISSEMENT,6 h - 22 h,"{""coordinates"": [[2.3033660534960707, 48.828284114178395]], ""type"": ""MultiPoint""}","48.828284114178395, 2.3033660534960707"
SANISETTE,73  QUAI BRANLY,PARIS 15EME ARRONDISSEMENT,24 h / 24,"{""coordinates"": [[2.291104558604048, 48.8572621090066]], ""type"": ""MultiPoint""}","48.8572621090066, 2.291104558604048"
SANISETTE,face au 38 AVENUE RAPHAEL,PARIS 16EME ARRONDISSEMENT,24 h / 24,"{""coordinates"": [[2.2666990315751567, 48.85719279757155]], ""type"": ""MultiPoint""}","48.85719279757155, 2.2666990315751567"
SANISETTE,45 BOULEVARD MARGUERITE DE ROCHECHOUART,PARIS 9EME ARRONDISSEMENT,24 h / 24,"{""coordinates"": [[2.3433914004361793, 48.88273669913186]], ""type"": ""MultiPoint""}","48.88273669913186, 2.3433914004361793"
SANISETTE,opposé au 17 RUE RENE BINET,PARIS 18EME ARRONDISSEMENT,24 h / 24,"{""coordinates"": [[2.3405303893401634, 48.89928991429744]], ""type"": ""MultiPoint""}","48.89928991429744, 2.3405303893401634"
SANISETTE,135  RUE DAMREMONT,PARIS 18EME ARRONDISSEMENT,24 h / 24,"{""coordinates"": [[2.3382696834994627, 48.896548920454805]], ""type"": ""MultiPoint""}","48.896548920454805, 2.3382696834994627"
SANISETTE,131  RUE D AVRON,PARIS 20EME ARRONDISSEMENT,6 h - 22 h,"{""coordinates"": [[2.409258092200669, 48.85331628203857]], ""type"": ""MultiPoint""}","48.85331628203857, 2.409258092200669"
SANISETTE,34  RUE DURIS,PARIS 20EME ARRONDISSEMENT,6 h - 22 h,"{""coordinates"": [[2.387631832716196, 48.865967507426525]], ""type"": ""MultiPoint""}","48.865967507426525, 2.387631832716196"
SANISETTE,85  BOULEVARD DE SEBASTOPOL,PARIS 2EME ARRONDISSEMENT,6 h - 22 h,"{""coordinates"": [[2.3516112635893514, 48.86482801626369]], ""type"": ""MultiPoint""}","48.86482801626369, 2.3516112635893514"
SANISETTE,face au 2 RUE AUBRY LE BOUCHER,PARIS 4EME ARRONDISSEMENT,24 h / 24,"{""coordinates"": [[2.35039774647054, 48.86021286930933]], ""type"": ""MultiPoint""}","48.86021286930933, 2.35039774647054"
SANISETTE,36  BOULEVARD DE SEBASTOPOL,PARIS 4EME ARRONDISSEMENT,24 h / 24,"{""coordinates"": [[2.3500308570315687, 48.86153735238374]], ""type"": ""MultiPoint""}","48.86153735238374, 2.3500308570315687"
SANISETTE,123  RUE SAINT MARTIN,PARIS 4EME ARRONDISSEMENT,24 h / 24,"{""coordinates"": [[2.3513157501217057, 48.8607904279005]], ""type"": ""MultiPoint""}","48.8607904279005, 2.3513157501217057"
SANISETTE,123  RUE SAINT JACQUES,PARIS 5EME ARRONDISSEMENT,6 h - 1 h,"{""coordinates"": [[2.343987824033057, 48.84781204558066]], ""type"": ""MultiPoint""}","48.84781204558066, 2.343987824033057"
SANISETTE,COURS LA REINE,PARIS 8EME ARRONDISSEMENT,24 h / 24,"{""coordinates"": [[2.3180880346631176, 48.86514883797139]], ""type"": ""MultiPoint""}","48.86514883797139, 2.3180880346631176"
SANISETTE,opposé au 44 AVENUE GABRIEL,PARIS 8EME ARRONDISSEMENT,24 h / 24,"{""coordinates"": [[2.3127602072223272, 48.86947095623877]], ""type"": ""MultiPoint""}","48.86947095623877, 2.3127602072223272"
SANISETTE,face au 4 AVENUE DE MESSINE,PARIS 8EME ARRONDISSEMENT,24 h / 24,"{""coordinates"": [[2.315115171552712, 48.87541798841173]], ""type"": ""MultiPoint""}","48.87541798841173, 2.315115171552712"
SANISETTE,65  BOULEVARD DE CLICHY,PARIS 9EME ARRONDISSEMENT,24 h / 24,"{""coordinates"": [[2.331784835499276, 48.883981303521885]], ""type"": ""MultiPoint""}","48.883981303521885, 2.331784835499276"
SANISETTE,133  BOULEVARD DE CHARONNE,PARIS 11EME ARRONDISSEMENT,6 h - 22 h,"{""coordinates"": [[2.3924513613233898, 48.8574937065637]], ""type"": ""MultiPoint""}","48.8574937065637, 2.3924513613233898"
SANISETTE,7  RUE JOSEPH CHAILLEY,PARIS 12EME ARRONDISSEMENT,6 h - 1 h,"{""coordinates"": [[2.4040143796336726, 48.833225950058825]], ""type"": ""MultiPoint""}","48.833225950058825, 2.4040143796336726"
SANISETTE,AVENUE CLAUDE REGAUD,PARIS 13EME ARRONDISSEMENT,6 h - 22 h,"{""coordinates"": [[2.372763643662232, 48.82234473632177]], ""type"": ""MultiPoint""}","48.82234473632177, 2.372763643662232"
TOILETTES,JARDIN DES GRANDS MOULINS - ABBE PIERRE - JARDIN CENTRAL,PARIS 13EME ARRONDISSEMENT,Voir fiche équipement,"{""coordinates"": [[2.379618709145078, 48.82961672332092]], ""type"": ""MultiPoint""}","48.82961672332092, 2.379618709145078"
TOILETTES,SQUARE PIERRE-ADRIEN DALPAYRAT,PARIS 15EME ARRONDISSEMENT,Voir fiche équipement,"{""coordinates"": [[2.313031075347604, 48.83776398366367]], ""type"": ""MultiPoint""}","48.83776398366367, 2.313031075347604"
TOILETTES,PARC DES BUTTES CHAUMONT,PARIS 19EME ARRONDISSEMENT,Voir fiche équipement,"{""coordinates"": [[2.3836409649221526, 48.881824766920786]], ""type"": ""MultiPoint""}","48.881824766920786, 2.3836409649221526"
TOILETTES,SQUARE SAMUEL ROUSSEAU,PARIS 7EME ARRONDISSEMENT,Voir fiche équipement,"{""coordinates"": [[2.319582878541188, 48.859172244960064]], ""type"": ""MultiPoint""}","48.859172244960064, 2.319582878541188"
TOILETTES,PARC DE BERCY,PARIS 12EME ARRONDISSEMENT,Voir fiche équipement,"{""coordinates"": [[2.382471395340474, 48.833983191521675]], ""type"": ""MultiPoint""}","48.833983191521675, 2.382471395340474"
SANISETTE,4  PLACE DE BRETEUIL,PARIS 15EME ARRONDISSEMENT,6 h - 22 h,"{""coordinates"": [[2.310959898641057, 48.84733413997168]], ""type"": ""MultiPoint""}","48.84733413997168, 2.310959898641057"
SANISETTE,face au 55 BOULEVARD DE VAUGIRARD,PARIS 15EME ARRONDISSEMENT,6 h - 22 h,"{""coordinates"": [[2.3164276371957278, 48.84091223116361]], ""type"": ""MultiPoint""}","48.84091223116361, 2.3164276371957278"
SANISETTE,face au 22 PLACE DUPLEIX,PARIS 15EME ARRONDISSEMENT,24 h / 24,"{""coordinates"": [[2.295122580253689, 48.851045338554265]], ""type"": ""MultiPoint""}","48.851045338554265, 2.295122580253689"
SANISETTE,face au 21 AVENUE DU GENERAL SARRAIL,PARIS 16EME ARRONDISSEMENT,6 h - 22 h,"{""coordinates"": [[2.2559870408279363, 48.845813121421486]], ""type"": ""MultiPoint""}","48.845813121421486, 2.2559870408279363"
SANISETTE,64  AVENUE DE LA GRANDE ARMEE,PARIS 17EME ARRONDISSEMENT,6 h - 22 h,"{""coordinates"": [[2.2859503097570144, 48.876929890462364]], ""type"": ""MultiPoint""}","48.876929890462364, 2.2859503097570144"
SANISETTE,face au 32 AVENUE NIEL,PARIS 17EME ARRONDISSEMENT,6 h - 22 h,"{""coordinates"": [[2.2955325240081876, 48.8814959992131]], ""type"": ""MultiPoint""}","48.8814959992131, 2.2955325240081876"
SANISETTE,RUE HENRI HUCHARD,PARIS 18EME ARRONDISSEMENT,6 h - 22 h,"{""coordinates"": [[2.3341640886753203, 48.8989978534776]], ""type"": ""MultiPoint""}","48.8989978534776, 2.3341640886753203"
SANISETTE,2  AVENUE DE LA PORTE DE SAINT OUEN,PARIS 18EME ARRONDISSEMENT,24 h / 24,"{""coordinates"": [[2.329375817479605, 48.897899715053086]], ""type"": ""MultiPoint""}","48.897899715053086, 2.329375817479605"
SANISETTE,RUE BOTZARIS,PARIS 19EME ARRONDISSEMENT,24 h / 24,"{""coordinates"": [[2.3844204433560976, 48.87938389016796]], ""type"": ""MultiPoint""}","48.87938389016796, 2.3844204433560976"
SANISETTE,RUE CESARIA EVORA,PARIS 19EME ARRONDISSEMENT,6 h - 22 h,"{""coordinates"": [[2.377469825874633, 48.89769666177367]], ""type"": ""MultiPoint""}","48.89769666177367, 2.377469825874633"
SANISETTE,face au 12 RUE BELGRAND,PARIS 20EME ARRONDISSEMENT,6 h - 22 h,"{""coordinates"": [[2.4007780609552567, 48.8648794040825]], ""type"": ""MultiPoint""}","48.8648794040825, 2.4007780609552567"
SANISETTE,BOULEVARD MORTIER,PARIS 20EME ARRONDISSEMENT,24 h / 24,"{""coordinates"": [[2.406989347042398, 48.875944318964066]], ""type"": ""MultiPoint""}","48.875944318964066, 2.406989347042398"
SANISETTE,44  RUE BERGER,PARIS 1EME ARRONDISSEMENT,6 h - 1 h,"{""coordinates"": [[2.342203221829114, 48.862340302759655]], ""type"": ""MultiPoint""}","48.862340302759655, 2.342203221829114"
SANISETTE,21 bis BOULEVARD BOURDON,PARIS 4EME ARRONDISSEMENT,6 h - 22 h,"{""coordinates"": [[2.366735495873774, 48.84993070629132]], ""type"": ""MultiPoint""}","48.84993070629132, 2.366735495873774"
SANISETTE,135 bis BOULEVARD DU MONTPARNASSE,PARIS 6EME ARRONDISSEMENT,6 h - 22 h,"{""coordinates"": [[2.3323286043872464, 48.84120256945083]], ""type"": ""MultiPoint""}","48.84120256945083, 2.3323286043872464"
SANISETTE,2  AVENUE MARCEAU,PARIS 8EME ARRONDISSEMENT,24 h / 24,"{""coordinates"": [[2.3001834460794224, 48.86519333667546]], ""type"": ""MultiPoint""}","48.86519333667546, 2.3001834460794224"
SANISETTE,8  PLACE JACQUES BONSERGENT,PARIS 10EME ARRONDISSEMENT,24 h / 24,"{""coordinates"": [[2.3609842651800332, 48.87109369397819]], ""type"": ""MultiPoint""}","48.87109369397819, 2.3609842651800332"
SANISETTE,6  AVENUE COURTELINE,PARIS 12EME ARRONDISSEMENT,6 h - 22 h,"{""coordinates"": [[2.4112654731297964, 48.84409332633428]], ""type"": ""MultiPoint""}","48.84409332633428, 2.4112654731297964"
SANISETTE,87  AVENUE D ITALIE,PARIS 13EME ARRONDISSEMENT,6 h - 22 h,"{""coordinates"": [[2.358126804816588, 48.82394344207884]], ""type"": ""MultiPoint""}","48.82394344207884, 2.358126804816588"
SANISETTE,face au 30 AVENUE REILLE,PARIS 14EME ARRONDISSEMENT,24 h / 24,"{""coordinates"": [[2.3394884038725086, 48.82454102425053]], ""type"": ""MultiPoint""}","48.82454102425053, 2.3394884038725086"
SANISETTE,face au 36 RUE DIDOT,PARIS 14EME ARRONDISSEMENT,24 h / 24,"{""coordinates"": [[2.3201789580568954, 48.8316579678061]], ""type"": ""MultiPoint""}","48.8316579678061, 2.3201789580568954"
TOILETTES,JARDIN D'EOLE - TERRAIN DE BASKET,PARIS 18EME ARRONDISSEMENT,Voir fiche équipement,"{""coordinates"": [[2.3650124921346753, 48.886644543971286]], ""type"": ""MultiPoint""}","48.886644543971286, 2.3650124921346753"
TOILETTES,SQUARE HELENE BOUCHER,PARIS 13EME ARRONDISSEMENT,Voir fiche équipement,"{""coordinates"": [[2.3603105337704053, 48.81872280496346]], ""type"": ""MultiPoint""}","48.81872280496346, 2.3603105337704053"
TOILETTES,SQUARE MONTHOLON,PARIS 9EME ARRONDISSEMENT,Voir fiche équipement,"{""coordinates"": [[2.3467356473599623, 48.877220135034726]], ""type"": ""MultiPoint""}","48.877220135034726, 2.3467356473599623"
TOILETTES,COULEE VERTE RENE DUMONT - PROMENADE DU VIADUC DES ARTS,PARIS 12EME ARRONDISSEMENT,Voir fiche équipement,"{""coordinates"": [[2.381996875345674, 48.84435659522636]], ""type"": ""MultiPoint""}","48.84435659522636, 2.381996875345674"
SANISETTE,face au 170 RUE DE LOURMEL,PARIS 15EME ARRONDISSEMENT,6 h - 22 h,"{""coordinates"": [[2.2825564637843203, 48.839092109817884]], ""type"": ""MultiPoint""}","48.839092109817884, 2.2825564637843203"
SANISETTE,face au 2 AVENUE EMILE ZOLA,PARIS 15EME ARRONDISSEMENT,24 h / 24,"{""coordinates"": [[2.277628065658712, 48.84624346727108]], ""type"": ""MultiPoint""}","48.84624346727108, 2.277628065658712"
SANISETTE,,PARIS 9EME ARRONDISSEMENT,19 h - 7 h,"{""coordinates"": [[2.3386858952230414, 48.88453071312593]], ""type"": ""MultiPoint""}","48.88453071312593, 2.3386858952230414"
SANISETTE,1  RUE DE LA BONNE,PARIS 18EME ARRONDISSEMENT,6 h - 22 h,"{""coordinates"": [[2.3435451564273744, 48.88736179846096]], ""type"": ""MultiPoint""}","48.88736179846096, 2.3435451564273744"
SANISETTE,2  RUE DE JOINVILLE,PARIS 19EME ARRONDISSEMENT,6 h - 22 h,"{""coordinates"": [[2.3807026479019133, 48.889477761529356]], ""type"": ""MultiPoint""}","48.889477761529356, 2.3807026479019133"
SANISETTE,23  BOULEVARD DE SEBASTOPOL,PARIS 1EME ARRONDISSEMENT,24 h / 24,"{""coordinates"": [[2.34883723065613, 48.85985523410493]], ""type"": ""MultiPoint""}","48.85985523410493, 2.34883723065613"
SANISETTE,RUE SAINT ANTOINE,PARIS 4EME ARRONDISSEMENT,24 h / 24,"{""coordinates"": [[2.3604197018845543, 48.85530319788791]], ""type"": ""MultiPoint""}","48.85530319788791, 2.3604197018845543"
SANISETTE,face au 4 BOULEVARD RICHARD LENOIR,PARIS 11EME ARRONDISSEMENT,24 h / 24,"{""coordinates"": [[2.369700183831095, 48.85398317138819]], ""type"": ""MultiPoint""}","48.85398317138819, 2.369700183831095"
