Type Objet,Commune,geo_shape,geo,Adresse
FONTAINE_BOIS,PARIS 11EME ARRONDISSEMENT,"{""coordinates"": [2.3880162771170785, 48.85491574113509], ""type"": ""Point""}","48.85491574113509, 2.3880162771170785",SQUARE PIERRE JOSEPH REDOUTE
FONTAINE_BOIS,PARIS 16EME ARRONDISSEMENT,"{""coordinates"": [2.268985897181793, 48.84486014709197], ""type"": ""Point""}","48.84486014709197, 2.268985897181793",PARC SAINTE PERINE
FONTAINE_BOIS,PARIS 20EME ARRONDISSEMENT,"{""coordinates"": [2.386402640647766, 48.87072602974755], ""type"": ""Point""}","48.87072602974755, 2.386402640647766",PARC DE BELLEVILLE
FONTAINE_BOIS,PARIS 12EME ARRONDISSEMENT,"{""coordinates"": [2.4062592072107067, 48.834780686936895], ""type"": ""Point""}","48.834780686936895, 2.4062592072107067",3 RUE MARCEL DUBOIS
FONTAINE_BOIS,PARIS 11EME ARRONDISSEMENT,"{""coordinates"": [2.3909662281454134, 48.853671297182665], ""type"": ""Point""}","48.853671297182665, 2.3909662281454134",JARDIN EMILE GALLE
FONTAINE_BOIS,PARIS 18EME ARRONDISSEMENT,"{""coordinates"": [2.3386301698008807, 48.88482485212241], ""type"": ""Point""}","48.88482485212241, 2.3386301698008807",SQUARE JEHAN RICTUS
FONTAINE_BOIS,PARIS 4EME ARRONDISSEMENT,"{""coordinates"": [2.365769734472097, 48.85573481826165], ""type"": ""Point""}","48.85573481826165, 2.365769734472097",PLACE DES VOSGES
FONTAINE_BOIS,PARIS 17EME ARRONDISSEMENT,"{""coordinates"": [2.3143288475257573, 48.890977055368516], ""type"": ""Point""}","48.890977055368516, 2.3143288475257573",PARC CLICHY BATIGNOLLES MARTIN LUTHER KING
FONTAINE_BOIS,PARIS 17EME ARRONDISSEMENT,"{""coordinates"": [2.320385912267627, 48.89544745901229], ""type"": ""Point""}","48.89544745901229, 2.320385912267627",12F  RUE ERNEST ROCHE
FONTAINE_BOIS,PARIS 17EME ARRONDISSEMENT,"{""coordinates"": [2.293858653821383, 48.883140348725796], ""type"": ""Point""}","48.883140348725796, 2.293858653821383",165F BOULEVARD PEREIRE
FONTAINE_BOIS,PARIS 8EME ARRONDISSEMENT,"{""coordinates"": [2.316241124600049, 48.86541741491062], ""type"": ""Point""}","48.86541741491062, 2.316241124600049",JARDIN DES CHAMPS ELYSEES
FONTAINE_BOIS,PARIS 8EME ARRONDISSEMENT,"{""coordinates"": [2.3199218838548044, 48.87593963249799], ""type"": ""Point""}","48.87593963249799, 2.3199218838548044",SQUARE MARCEL PAGNOL
FONTAINE_BOIS,PARIS 8EME ARRONDISSEMENT,"{""coordinates"": [2.3093013173991945, 48.880058611672], ""type"": ""Point""}","48.880058611672, 2.3093013173991945",PARC MONCEAU
FONTAINE_BOIS,PARIS 19EME ARRONDISSEMENT,"{""coordinates"": [2.3927476662786566, 48.87792983099156], ""type"": ""Point""}","48.87792983099156, 2.3927476662786566",39 RUE COMPANS
FONTAINE_BOIS,PARIS 19EME ARRONDISSEMENT,"{""coordinates"": [2.374949069649078, 48.899125923579724], ""type"": ""Point""}","48.899125923579724, 2.374949069649078",7F RUE JACQUES DUCHESNE
FONTAINE_BOIS,PARIS 20EME ARRONDISSEMENT,"{""coordinates"": [2.400792639275365, 48.8650547233658], ""type"": ""Point""}","48.8650547233658, 2.400792639275365",10F  RUE BELGRAND
FONTAINE_BOIS,PARIS 20EME ARRONDISSEMENT,"{""coordinates"": [2.386749043815557, 48.87143871234172], ""type"": ""Point""}","48.87143871234172, 2.386749043815557",4  RUE DU TRANSVAAL
FONTAINE_BOIS,PARIS 2EME ARRONDISSEMENT,"{""coordinates"": [2.3499482664713804, 48.86990996978273], ""type"": ""Point""}","48.86990996978273, 2.3499482664713804",SQUARE JACQUES BIDAULT
FONTAINE_BOIS,PARIS 19EME ARRONDISSEMENT,"{""coordinates"": [2.4076833708635594, 48.8785282926534], ""type"": ""Point""}","48.8785282926534, 2.4076833708635594",BOULEVARD PERIPHERIQUE
FONTAINE_BOIS,PARIS 18EME ARRONDISSEMENT,"{""coordinates"": [2.332557413388107, 48.88644036219014], ""type"": ""Point""}","48.88644036219014, 2.332557413388107",AVENUE RACHEL
FONTAINE_BOIS,PARIS 17EME ARRONDISSEMENT,"{""coordinates"": [2.313760391429931, 48.89676715643857], ""type"": ""Point""}","48.89676715643857, 2.313760391429931",AVENUE CIRCULAIRE
FONTAINE_BOIS,PARIS 17EME ARRONDISSEMENT,"{""coordinates"": [2.315673955924618, 48.89679012481472], ""type"": ""Point""}","48.89679012481472, 2.315673955924618",AVENUE CENTRALE
FONTAINE_BOIS,PARIS 15EME ARRONDISSEMENT,"{""coordinates"": [2.2843378038499864, 48.8386177716289], ""type"": ""Point""}","48.8386177716289, 2.2843378038499864",RUE FELIX FAURE
FONTAINE_BOIS,PARIS 14EME ARRONDISSEMENT,"{""coordinates"": [2.3256726054412664, 48.83770467774452], ""type"": ""Point""}","48.83770467774452, 2.3256726054412664",ALLEE CIRCULAIRE
FONTAINE_BOIS,PARIS 14EME ARRONDISSEMENT,"{""coordinates"": [2.3271233310840396, 48.8363785843234], ""type"": ""Point""}","48.8363785843234, 2.3271233310840396",RUE FROIDEVAUX
FONTAINE_BOIS,PARIS 20EME ARRONDISSEMENT,"{""coordinates"": [2.3902438369907153, 48.86150304771387], ""type"": ""Point""}","48.86150304771387, 2.3902438369907153",CHEMIN HAUTOY
FONTAINE_BOIS,PARIS 17EME ARRONDISSEMENT,"{""coordinates"": [2.312078788328606, 48.89239692370773], ""type"": ""Point""}","48.89239692370773, 2.312078788328606",RUE GILBERT CESBRON
FONTAINE_BOIS,PARIS 16EME ARRONDISSEMENT,"{""coordinates"": [2.260739578256721, 48.8560963742542], ""type"": ""Point""}","48.8560963742542, 2.260739578256721",SQUARE HENRY BATAILLE
FONTAINE_BOIS,PARIS 16EME ARRONDISSEMENT,"{""coordinates"": [2.2557637588992483, 48.85043663840023], ""type"": ""Point""}","48.85043663840023, 2.2557637588992483",SQUARE RACAN
FONTAINE_BOIS,PARIS 16EME ARRONDISSEMENT,"{""coordinates"": [2.2564838901742714, 48.851942530241665], ""type"": ""Point""}","48.851942530241665, 2.2564838901742714",ROUTE SEINE A LA BUTTE MORTEMART
FONTAINE_BOIS,PARIS 13EME ARRONDISSEMENT,"{""coordinates"": [2.373455863625999, 48.83607642163615], ""type"": ""Point""}","48.83607642163615, 2.373455863625999",RUE GEORGE BALANCHINE
FONTAINE_BOIS,PARIS 1ER ARRONDISSEMENT,"{""coordinates"": [2.343422964291155, 48.862640317557194], ""type"": ""Point""}","48.862640317557194, 2.343422964291155",RUE DE VIARMES
FONTAINE_BOIS,PARIS 1ER ARRONDISSEMENT,"{""coordinates"": [2.343608875098683, 48.86291260379905], ""type"": ""Point""}","48.86291260379905, 2.343608875098683",ALLEE LOUIS ARAGON
FONTAINE_BOIS,PARIS 19EME ARRONDISSEMENT,"{""coordinates"": [2.3772649012707894, 48.89498918893636], ""type"": ""Point""}","48.89498918893636, 2.3772649012707894",RUE COLETTE MAGNY
FONTAINE_BOIS,PARIS 20EME ARRONDISSEMENT,"{""coordinates"": [2.406877133311654, 48.86237674770848], ""type"": ""Point""}","48.86237674770848, 2.406877133311654",148  RUE DE BAGNOLET
FONTAINE_BOIS,PARIS 19EME ARRONDISSEMENT,"{""coordinates"": [2.3712277690104515, 48.894971365743906], ""type"": ""Point""}","48.894971365743906, 2.3712277690104515",180  RUE D AUBERVILLIERS
FONTAINE_BOIS,PARIS 13EME ARRONDISSEMENT,"{""coordinates"": [2.358632345336227, 48.81878173634154], ""type"": ""Point""}","48.81878173634154, 2.358632345336227",SQUARE ROBERT BAJAC
FONTAINE_BOIS,PARIS 12EME ARRONDISSEMENT,"{""coordinates"": [2.443103712135, 48.82972254870444], ""type"": ""Point""}","48.82972254870444, 2.443103712135",ROUTE DE LA FALUERE
FONTAINE_BOIS,PARIS 1ER ARRONDISSEMENT,"{""coordinates"": [2.343734781865778, 48.86209497200115], ""type"": ""Point""}","48.86209497200115, 2.343734781865778",ALLEE BLAISE CENDRARS
FONTAINE_BOIS,PARIS 19EME ARRONDISSEMENT,"{""coordinates"": [2.398860236734627, 48.88777033592946], ""type"": ""Point""}","48.88777033592946, 2.398860236734627",RUE DES CHEMINETS
FONTAINE_BOIS,PARIS 14EME ARRONDISSEMENT,"{""coordinates"": [2.31375288697632, 48.83471469302317], ""type"": ""Point""}","48.83471469302317, 2.31375288697632",RUE DE GERGOVIE
FONTNE_WALLACE,PARIS 11EME ARRONDISSEMENT,"{""coordinates"": [2.3882487008551063, 48.85313847674169], ""type"": ""Point""}","48.85313847674169, 2.3882487008551063",197 BOULEVARD VOLTAIRE
FONTNE_WALLACE,PARIS 17EME ARRONDISSEMENT,"{""coordinates"": [2.3214874497584943, 48.88445898024341], ""type"": ""Point""}","48.88445898024341, 2.3214874497584943",RUE MARIOTTE
FONTNE_WALLACE,PARIS 8EME ARRONDISSEMENT,"{""coordinates"": [2.3196944858318296, 48.866237862952964], ""type"": ""Point""}","48.866237862952964, 2.3196944858318296",2S  PLACE DE LA CONCORDE
FONTNE_WALLACE,PARIS 5EME ARRONDISSEMENT,"{""coordinates"": [2.3551244434551895, 48.84368281386948], ""type"": ""Point""}","48.84368281386948, 2.3551244434551895",59F RUE GEOFFROY SAINT HILAIRE
FONTNE_WALLACE,PARIS 15EME ARRONDISSEMENT,"{""coordinates"": [2.2933101849577926, 48.83590418469004], ""type"": ""Point""}","48.83590418469004, 2.2933101849577926",1 PLACE HENRI ROLLET
FTNE_PETILLANTE,PARIS 19EME ARRONDISSEMENT,"{""coordinates"": [2.3658262163109134, 48.886022711011734], ""type"": ""Point""}","48.886022711011734, 2.3658262163109134",28F  RUE D AUBERVILLIERS
BORNE_FONTAINE,PARIS 12EME ARRONDISSEMENT,"{""coordinates"": [2.400225446152355, 48.84786320168816], ""type"": ""Point""}","48.84786320168816, 2.400225446152355",12F  COURS DE VINCENNES
BORNE_FONTAINE,PARIS 20EME ARRONDISSEMENT,"{""coordinates"": [2.3896907874285245, 48.87378920134511], ""type"": ""Point""}","48.87378920134511, 2.3896907874285245",88F  RUE DES RIGOLES
BORNE_FONTAINE,PARIS 2EME ARRONDISSEMENT,"{""coordinates"": [2.3484970603005824, 48.868145739482195], ""type"": ""Point""}","48.868145739482195, 2.3484970603005824",53 RUE D ABOUKIR
FONTAINE_2EN1,PARIS 18EME ARRONDISSEMENT,"{""coordinates"": [2.353029010187301, 48.895104203383355], ""type"": ""Point""}","48.895104203383355, 2.353029010187301",RUE DES POISSONNIERS
FONTAINE_BOIS,PARIS 12EME ARRONDISSEMENT,"{""coordinates"": [2.469741374753005, 48.83637170144615], ""type"": ""Point""}","48.83637170144615, 2.469741374753005",ROUTE DE LA MENAGERIE
FONTAINE_BOIS,PARIS 12EME ARRONDISSEMENT,"{""coordinates"": [2.4487027254311364, 48.830866991953314], ""type"": ""Point""}","48.830866991953314, 2.4487027254311364",ROUTE DE LA PYRAMIDE
FONTAINE_BOIS,PARIS 18EME ARRONDISSEMENT,"{""coordinates"": [2.336957596171697, 48.886212535514616], ""type"": ""Point""}","48.886212535514616, 2.336957596171697",14  RUE BURQ
FONTAINE_BOIS,PARIS 5EME ARRONDISSEMENT,"{""coordinates"": [2.3441637750532665, 48.850771425335644], ""type"": ""Point""}","48.850771425335644, 2.3441637750532665",5F JARDIN DU MUSEE DE CLUNY
FONTAINE_BOIS,PARIS 5EME ARRONDISSEMENT,"{""coordinates"": [2.3594267072384274, 48.848390608283694], ""type"": ""Point""}","48.848390608283694, 2.3594267072384274",9F QUAI SAINT BERNARD
FONTAINE_BOIS,PARIS 12EME ARRONDISSEMENT,"{""coordinates"": [2.404716835060485, 48.84675217290611], ""type"": ""Point""}","48.84675217290611, 2.404716835060485",CITE DEBERGUE
FONTAINE_BOIS,PARIS 12EME ARRONDISSEMENT,"{""coordinates"": [2.3824784691005, 48.83459207121877], ""type"": ""Point""}","48.83459207121877, 2.3824784691005",PARC DE BERCY
FONTAINE_BOIS,PARIS 13EME ARRONDISSEMENT,"{""coordinates"": [2.377369534174417, 48.82815410024725], ""type"": ""Point""}","48.82815410024725, 2.377369534174417",RUE DU CHEVALERET
FONTAINE_BOIS,PARIS 18EME ARRONDISSEMENT,"{""coordinates"": [2.3648794025718587, 48.88594980676613], ""type"": ""Point""}","48.88594980676613, 2.3648794025718587",26F  RUE D AUBERVILLIERS
FONTAINE_BOIS,PARIS 7EME ARRONDISSEMENT,"{""coordinates"": [2.2974614670159723, 48.857175071596316], ""type"": ""Point""}","48.857175071596316, 2.2974614670159723",AVENUE DU GENERAL FERRIE
FONTAINE_BOIS,PARIS 18EME ARRONDISSEMENT,"{""coordinates"": [2.366368808453313, 48.888509497413224], ""type"": ""Point""}","48.888509497413224, 2.366368808453313",70F  RUE D AUBERVILLIERS
FONTAINE_BOIS,PARIS 16EME ARRONDISSEMENT,"{""coordinates"": [2.2616783690311717, 48.86207887153428], ""type"": ""Point""}","48.86207887153428, 2.2616783690311717",CHEMIN CEINTURE LAC INFERIEUR
FONTAINE_BOIS,PARIS 10EME ARRONDISSEMENT,"{""coordinates"": [2.351918746132498, 48.87816153570551], ""type"": ""Point""}","48.87816153570551, 2.351918746132498",SQUARE ARISTIDE CAVAILLE COLL
FONTAINE_BOIS,PARIS 16EME ARRONDISSEMENT,"{""coordinates"": [2.269169774128076, 48.84423874697873], ""type"": ""Point""}","48.84423874697873, 2.269169774128076",PARC SAINTE PERINE
FONTAINE_BOIS,PARIS 19EME ARRONDISSEMENT,"{""coordinates"": [2.38406848838171, 48.89385219748088], ""type"": ""Point""}","48.89385219748088, 2.38406848838171",11F RUE ROUVET
FONTAINE_BOIS,PARIS 11EME ARRONDISSEMENT,"{""coordinates"": [2.381488846030293, 48.86495176358077], ""type"": ""Point""}","48.86495176358077, 2.381488846030293",5F AVENUE JEAN AICARD
FONTAINE_BOIS,PARIS 4EME ARRONDISSEMENT,"{""coordinates"": [2.3599509912377834, 48.85762391654297], ""type"": ""Point""}","48.85762391654297, 2.3599509912377834",10  RUE DES ROSIERS
FONTAINE_BOIS,PARIS 17EME ARRONDISSEMENT,"{""coordinates"": [2.324824611623393, 48.89899583226108], ""type"": ""Point""}","48.89899583226108, 2.324824611623393",32F RUE FERNAND PELLOUTIER
FONTAINE_BOIS,PARIS 18EME ARRONDISSEMENT,"{""coordinates"": [2.3538302876910926, 48.89508407888395], ""type"": ""Point""}","48.89508407888395, 2.3538302876910926",122  RUE DES POISSONNIERS
FONTAINE_BOIS,PARIS 16EME ARRONDISSEMENT,"{""coordinates"": [2.2587098415567155, 48.8772471594148], ""type"": ""Point""}","48.8772471594148, 2.2587098415567155",ROUTE DE LA PORTE SAINT JAMES
FONTAINE_BOIS,PARIS 18EME ARRONDISSEMENT,"{""coordinates"": [2.3312056651773228, 48.88559080080685], ""type"": ""Point""}","48.88559080080685, 2.3312056651773228",RUE CAULAINCOURT
FONTAINE_BOIS,PARIS 18EME ARRONDISSEMENT,"{""coordinates"": [2.3299710470764587, 48.88629420197063], ""type"": ""Point""}","48.88629420197063, 2.3299710470764587",AVENUE SAINT-CHARLES
FONTAINE_BOIS,PARIS 17EME ARRONDISSEMENT,"{""coordinates"": [2.3147693233360602, 48.89738608934903], ""type"": ""Point""}","48.89738608934903, 2.3147693233360602",AVENUE CIMETIERE BATIGNOLLES
FONTAINE_BOIS,PARIS 12EME ARRONDISSEMENT,"{""coordinates"": [2.398176259352027, 48.83309399118838], ""type"": ""Point""}","48.83309399118838, 2.398176259352027",AVENUE DU GENERAL MICHEL BIZOT
FONTAINE_BOIS,PARIS 20EME ARRONDISSEMENT,"{""coordinates"": [2.393156707207267, 48.86260814440741], ""type"": ""Point""}","48.86260814440741, 2.393156707207267",AVENUE EUGENE DELACROIX
FONTAINE_BOIS,PARIS 19EME ARRONDISSEMENT,"{""coordinates"": [2.3944350157904246, 48.88239691733453], ""type"": ""Point""}","48.88239691733453, 2.3944350157904246",11S RUE FRANCIS PONGE
FONTAINE_BOIS,PARIS 15EME ARRONDISSEMENT,"{""coordinates"": [2.3139979882984476, 48.83848884157534], ""type"": ""Point""}","48.83848884157534, 2.3139979882984476",SQUARE PIERRE ADRIEN DALPAYRAT
FONTAINE_BOIS,PARIS 14EME ARRONDISSEMENT,"{""coordinates"": [2.3043938007617277, 48.824969908530754], ""type"": ""Point""}","48.824969908530754, 2.3043938007617277",PORTE DE VANVES
FONTAINE_BOIS,PARIS 13EME ARRONDISSEMENT,"{""coordinates"": [2.3503847986488577, 48.8338200546289], ""type"": ""Point""}","48.8338200546289, 2.3503847986488577",RUE DES CORDELIERES
FONTAINE_BOIS,PARIS 19EME ARRONDISSEMENT,"{""coordinates"": [2.3857453900535397, 48.879923378333814], ""type"": ""Point""}","48.879923378333814, 2.3857453900535397",AVENUE DE LA CASCADE
FONTAINE_BOIS,PARIS 14EME ARRONDISSEMENT,"{""coordinates"": [2.3416980472807625, 48.81792308702959], ""type"": ""Point""}","48.81792308702959, 2.3416980472807625",CITE INTERNATIONALE UNIVERSITAIRE DE PARIS
FONTAINE_BOIS,PARIS 13EME ARRONDISSEMENT,"{""coordinates"": [2.3583048101083626, 48.81768969215408], ""type"": ""Point""}","48.81768969215408, 2.3583048101083626",RUE PAUL BOURGET
FONTAINE_BOIS,PARIS 15EME ARRONDISSEMENT,"{""coordinates"": [2.2850695829249994, 48.833603339469995], ""type"": ""Point""}","48.833603339469995, 2.2850695829249994",34  RUE DES TECHNIQUES
FONTAINE_BOIS,PARIS 20EME ARRONDISSEMENT,"{""coordinates"": [2.403571562104714, 48.849655399443854], ""type"": ""Point""}","48.849655399443854, 2.403571562104714",SQUARE SARAH BERNHARDT
FONTAINE_TOTEM,PARIS 4EME ARRONDISSEMENT,"{""coordinates"": [2.345531004786528, 48.857437651913536], ""type"": ""Point""}","48.857437651913536, 2.345531004786528",2T  VOIE GEORGES POMPIDOU
FONTAINE_TOTEM,PARIS 4EME ARRONDISSEMENT,"{""coordinates"": [2.3519307788831196, 48.85696136902029], ""type"": ""Point""}","48.85696136902029, 2.3519307788831196",4 F  PLACE DE L HOTEL DE VILLE
FONTNE_WALLACE,PARIS 12EME ARRONDISSEMENT,"{""coordinates"": [2.3793221976193313, 48.84629830028163], ""type"": ""Point""}","48.84629830028163, 2.3793221976193313",122F  RUE DE CHARENTON
FONTNE_WALLACE,PARIS 17EME ARRONDISSEMENT,"{""coordinates"": [2.3135828697712775, 48.883595519881304], ""type"": ""Point""}","48.883595519881304, 2.3135828697712775",3 PLACE DE LEVIS
FONTNE_WALLACE,PARIS 14EME ARRONDISSEMENT,"{""coordinates"": [2.332157248014898, 48.834600506918335], ""type"": ""Point""}","48.834600506918335, 2.332157248014898",297  BOULEVARD RASPAIL
FONTAINE_2EN1,PARIS 19EME ARRONDISSEMENT,"{""coordinates"": [2.3702023622541626, 48.88306879975353], ""type"": ""Point""}","48.88306879975353, 2.3702023622541626",place bata de staling
BORNE_FONTAINE,PARIS 1ER ARRONDISSEMENT,"{""coordinates"": [2.348349231255197, 48.86152023733916], ""type"": ""Point""}","48.86152023733916, 2.348349231255197",11 RUE DE LA COSSONNERIE
FONTAINE_2EN1,PARIS 15EME ARRONDISSEMENT,"{""coordinates"": [2.288367529606891, 48.832329384419666], ""type"": ""Point""}","48.832329384419666, 2.288367529606891",10 FACE  BOULEVARD LEFEBVRE
FONTAINE_2EN1,PARIS 12EME ARRONDISSEMENT,"{""coordinates"": [2.3900003711685174, 48.843972218478044], ""type"": ""Point""}","48.843972218478044, 2.3900003711685174",PLACE SARAH MONOD
FONTAINE_ARCEAU,PARIS 11EME ARRONDISSEMENT,"{""coordinates"": [2.364671107781633, 48.867224913561124], ""type"": ""Point""}","48.867224913561124, 2.364671107781633",10F  PLACE DE LA REPUBLIQUE
FONTAINE_ARCEAU,PARIS 9EME ARRONDISSEMENT,"{""coordinates"": [2.3482525055115846, 48.87939913589682], ""type"": ""Point""}","48.87939913589682, 2.3482525055115846",59 RUE DE MAUBEUGE
FONTAINE_ARCEAU,PARIS 14EME ARRONDISSEMENT,"{""coordinates"": [2.334106948376816, 48.82955527601882], ""type"": ""Point""}","48.82955527601882, 2.334106948376816",20  AVENUE RENE COTY
FONTAINE_ARCEAU,PARIS 11EME ARRONDISSEMENT,"{""coordinates"": [2.3952587166501482, 48.849222361086476], ""type"": ""Point""}","48.849222361086476, 2.3952587166501482",5F PLACE DE LA NATION
FONTAINE_BOIS,PARIS 12EME ARRONDISSEMENT,"{""coordinates"": [2.425587493947359, 48.837581281296686], ""type"": ""Point""}","48.837581281296686, 2.425587493947359",AVENUE DAUMESNIL
FONTAINE_BOIS,PARIS 11EME ARRONDISSEMENT,"{""coordinates"": [2.371626138450225, 48.85846541897845], ""type"": ""Point""}","48.85846541897845, 2.371626138450225",SQUARE BREGUET-SABIN
FONTAINE_BOIS,PARIS 13EME ARRONDISSEMENT,"{""coordinates"": [2.344821349008243, 48.82979742044613], ""type"": ""Point""}","48.82979742044613, 2.344821349008243",MAIL DE BIEVRE
FONTAINE_BOIS,PARIS 14EME ARRONDISSEMENT,"{""coordinates"": [2.3146104139829853, 48.83108294752682], ""type"": ""Point""}","48.83108294752682, 2.3146104139829853",1T Face RUE DES SUISSES
FONTAINE_BOIS,PARIS 20EME ARRONDISSEMENT,"{""coordinates"": [2.395929215891293, 48.87072661679099], ""type"": ""Point""}","48.87072661679099, 2.395929215891293",5F RUE DE LA DUEE
FONTAINE_BOIS,PARIS 17EME ARRONDISSEMENT,"{""coordinates"": [2.294352087240177, 48.88614207278622], ""type"": ""Point""}","48.88614207278622, 2.294352087240177",SQUARE JEROME BELLAT
FONTAINE_BOIS,PARIS 17EME ARRONDISSEMENT,"{""coordinates"": [2.306721279104163, 48.88672414143444], ""type"": ""Point""}","48.88672414143444, 2.306721279104163",89 RUE DE TOCQUEVILLE
FONTAINE_BOIS,PARIS 13EME ARRONDISSEMENT,"{""coordinates"": [2.3604626695906537, 48.82848669842356], ""type"": ""Point""}","48.82848669842356, 2.3604626695906537",PARC DE CHOISY
FONTAINE_BOIS,PARIS 13EME ARRONDISSEMENT,"{""coordinates"": [2.359964065924547, 48.82899426690552], ""type"": ""Point""}","48.82899426690552, 2.359964065924547",RUE GEORGE EASTMAN
FONTAINE_BOIS,PARIS 16EME ARRONDISSEMENT,"{""coordinates"": [2.2817791369087757, 48.87648710509202], ""type"": ""Point""}","48.87648710509202, 2.2817791369087757",BOULEVARD DE L AMIRAL BRUIX
FONTAINE_BOIS,PARIS 4EME ARRONDISSEMENT,"{""coordinates"": [2.3597939274870043, 48.85018370412515], ""type"": ""Point""}","48.85018370412515, 2.3597939274870043",5F  BOULEVARD HENRI IV
FONTAINE_BOIS,PARIS 12EME ARRONDISSEMENT,"{""coordinates"": [2.4448350219621218, 48.83362571929914], ""type"": ""Point""}","48.83362571929914, 2.4448350219621218",ROND POINT DE LA PYRAMIDE
FONTAINE_BOIS,PARIS 12EME ARRONDISSEMENT,"{""coordinates"": [2.380334066832189, 48.84974751605763], ""type"": ""Point""}","48.84974751605763, 2.380334066832189",PASSAGE BRULON
FONTAINE_BOIS,PARIS 20EME ARRONDISSEMENT,"{""coordinates"": [2.4115029230562213, 48.86016082298565], ""type"": ""Point""}","48.86016082298565, 2.4115029230562213",47F RUE LOUIS LUMIERE
FONTAINE_BOIS,PARIS 8EME ARRONDISSEMENT,"{""coordinates"": [2.3088322592190162, 48.878513002174145], ""type"": ""Point""}","48.878513002174145, 2.3088322592190162",PARC MONCEAU
FONTAINE_BOIS,PARIS 19EME ARRONDISSEMENT,"{""coordinates"": [2.370588177487249, 48.89916939922704], ""type"": ""Point""}","48.89916939922704, 2.370588177487249",3F AVENUE LA PTE D AUBERVILLIERS
FONTAINE_BOIS,PARIS 16EME ARRONDISSEMENT,"{""coordinates"": [2.270047566404344, 48.87726577211341], ""type"": ""Point""}","48.87726577211341, 2.270047566404344",ROUTE DE LA PORTE DES SABLONS A LA PTE. MAILLOT
FONTAINE_BOIS,PARIS 20EME ARRONDISSEMENT,"{""coordinates"": [2.3863200355746104, 48.87118451514629], ""type"": ""Point""}","48.87118451514629, 2.3863200355746104",4  RUE DU TRANSVAAL
FONTAINE_BOIS,PARIS 14EME ARRONDISSEMENT,"{""coordinates"": [2.319557442534415, 48.832057331546984], ""type"": ""Point""}","48.832057331546984, 2.319557442534415",RUE DES THERMOPYLES
FONTAINE_BOIS,PARIS 19EME ARRONDISSEMENT,"{""coordinates"": [2.4075376617444433, 48.87801508473805], ""type"": ""Point""}","48.87801508473805, 2.4075376617444433",AVENUE DE LA PORTE DES LILAS
FONTAINE_BOIS,PARIS 12EME ARRONDISSEMENT,"{""coordinates"": [2.4474114424137947, 48.83699003382662], ""type"": ""Point""}","48.83699003382662, 2.4474114424137947",PARC FLORAL
FONTAINE_BOIS,PARIS 18EME ARRONDISSEMENT,"{""coordinates"": [2.3316558446331097, 48.886982367696554], ""type"": ""Point""}","48.886982367696554, 2.3316558446331097",AVENUE CORDIER
FONTAINE_BOIS,PARIS 18EME ARRONDISSEMENT,"{""coordinates"": [2.330101599507987, 48.8879249400607], ""type"": ""Point""}","48.8879249400607, 2.330101599507987",AVENUE RACHEL
FONTAINE_BOIS,PARIS 18EME ARRONDISSEMENT,"{""coordinates"": [2.32899405317841, 48.88877763584461], ""type"": ""Point""}","48.88877763584461, 2.32899405317841",AVENUE SAMSON
FONTAINE_BOIS,PARIS 20EME ARRONDISSEMENT,"{""coordinates"": [2.394397886747853, 48.86183258255722], ""type"": ""Point""}","48.86183258255722, 2.394397886747853",CHEMIN DI QUINCONCE
FONTAINE_BOIS,PARIS 20EME ARRONDISSEMENT,"{""coordinates"": [2.397376536079605, 48.86153302757403], ""type"": ""Point""}","48.86153302757403, 2.397376536079605",AVENUE TRANSVERSALE 3
FONTAINE_BOIS,PARIS 20EME ARRONDISSEMENT,"{""coordinates"": [2.3934209068439825, 48.85853861658148], ""type"": ""Point""}","48.85853861658148, 2.3934209068439825",23 face BOULEVARD DE MENILMONTANT
FONTAINE_BOIS,PARIS 19EME ARRONDISSEMENT,"{""coordinates"": [2.37632876418498, 48.873594261203124], ""type"": ""Point""}","48.873594261203124, 2.37632876418498",BOULEVARD DE LA VILLETTE
FONTAINE_BOIS,PARIS 19EME ARRONDISSEMENT,"{""coordinates"": [2.377832864801024, 48.895491368283466], ""type"": ""Point""}","48.895491368283466, 2.377832864801024",RUE DE CAMBRAI
FONTAINE_BOIS,PARIS 19EME ARRONDISSEMENT,"{""coordinates"": [2.394464019553562, 48.87590279970511], ""type"": ""Point""}","48.87590279970511, 2.394464019553562",RUE COMPANS
FONTAINE_BOIS,PARIS 19EME ARRONDISSEMENT,"{""coordinates"": [2.408059062323844, 48.87856882559615], ""type"": ""Point""}","48.87856882559615, 2.408059062323844",AVENUE RENE FONCK
FONTAINE_BOIS,PARIS 19EME ARRONDISSEMENT,"{""coordinates"": [2.4082761996585798, 48.87898511794673], ""type"": ""Point""}","48.87898511794673, 2.4082761996585798",PASSAGE NAFISSA SID CARA
FONTAINE_BOIS,PARIS 20EME ARRONDISSEMENT,"{""coordinates"": [2.3891859985915906, 48.86013204460077], ""type"": ""Point""}","48.86013204460077, 2.3891859985915906",AVENUE PRINCIPALE
FONTAINE_BOIS,PARIS 18EME ARRONDISSEMENT,"{""coordinates"": [2.3577278072747783, 48.89683939854072], ""type"": ""Point""}","48.89683939854072, 2.3577278072747783",RUE PIERRE MAUROY
