Type Objet,Commune,geo_shape,geo,Adresse
FONTAINE_BOIS,PARIS 13EME ARRONDISSEMENT,"{""coordinates"": [2.3484272393875862, 48.821894497983045], ""type"": ""Point""}","48.821894497983045, 2.3484272393875862",23 RUE BRILLAT SAVARIN
FONTAINE_BOIS,PARIS 18EME ARRONDISSEMENT,"{""coordinates"": [2.361871597872025, 48.886737567880914], ""type"": ""Point""}","48.886737567880914, 2.361871597872025",RUE DU DEPARTEMENT
FONTAINE_BOIS,PARIS 18EME ARRONDISSEMENT,"{""coordinates"": [2.338414632647308, 48.88750324177593], ""type"": ""Point""}","48.88750324177593, 2.338414632647308",RUE NORVINS
FONTAINE_BOIS,PARIS 1ER ARRONDISSEMENT,"{""coordinates"": [2.3460529755217836, 48.86214073988699], ""type"": ""Point""}","48.86214073988699, 2.3460529755217836",RUE BALTARD
FONTAINE_BOIS,PARIS 18EME ARRONDISSEMENT,"{""coordinates"": [2.331607648778825, 48.886153700897204], ""type"": ""Point""}","48.886153700897204, 2.331607648778825",RUE CAULAINCOURT
FONTAINE_BOIS,PARIS 20EME ARRONDISSEMENT,"{""coordinates"": [2.3967574101529565, 48.86056615741], ""type"": ""Point""}","48.86056615741, 2.3967574101529565",AVENUE TRANSVERSALE 2
FONTAINE_BOIS,PARIS 17EME ARRONDISSEMENT,"{""coordinates"": [2.324781134127623, 48.88639022879185], ""type"": ""Point""}","48.88639022879185, 2.324781134127623",RUE HELENE
FONTAINE_BOIS,PARIS 20EME ARRONDISSEMENT,"{""coordinates"": [2.398142366935495, 48.86964594007114], ""type"": ""Point""}","48.86964594007114, 2.398142366935495",28  RUE HELENE JAKUBOWICZ
FONTAINE_BOIS,PARIS 18EME ARRONDISSEMENT,"{""coordinates"": [2.3632919810810056, 48.89647149229139], ""type"": ""Point""}","48.89647149229139, 2.3632919810810056",RUE DU PRE
FONTAINE_BOIS,PARIS 18EME ARRONDISSEMENT,"{""coordinates"": [2.362634282524932, 48.89706588785869], ""type"": ""Point""}","48.89706588785869, 2.362634282524932",RUE DU PRE
FONTAINE_BOIS,PARIS 12EME ARRONDISSEMENT,"{""coordinates"": [2.4434011063578986, 48.838217476145886], ""type"": ""Point""}","48.838217476145886, 2.4434011063578986",PARC FLORAL
FONTNE_WALLACE,PARIS 20EME ARRONDISSEMENT,"{""coordinates"": [2.4063115859513258, 48.866235284370305], ""type"": ""Point""}","48.866235284370305, 2.4063115859513258",2F  PLACE OCTAVE CHANUTE
FONTNE_WALLACE,PARIS 11EME ARRONDISSEMENT,"{""coordinates"": [2.385322417888518, 48.859043211538854], ""type"": ""Point""}","48.859043211538854, 2.385322417888518",143  RUE DE LA ROQUETTE
FONTNE_WALLACE,PARIS 14EME ARRONDISSEMENT,"{""coordinates"": [2.3189277437308604, 48.83604646866491], ""type"": ""Point""}","48.83604646866491, 2.3189277437308604",101 Face  PLACE DE L ABBE JEAN LEBEUF
FONTNE_WALLACE,PARIS 12EME ARRONDISSEMENT,"{""coordinates"": [2.387799023157877, 48.84107928068144], ""type"": ""Point""}","48.84107928068144, 2.387799023157877",187T  RUE DE CHARENTON
FONTNE_WALLACE,PARIS 13EME ARRONDISSEMENT,"{""coordinates"": [2.3595564695564266, 48.836402790995464], ""type"": ""Point""}","48.836402790995464, 2.3595564695564266",21 PLACE LOUIS ARMSTRONG
FONTNE_WALLACE,PARIS 13EME ARRONDISSEMENT,"{""coordinates"": [2.3815933165346617, 48.82970089243111], ""type"": ""Point""}","48.82970089243111, 2.3815933165346617",10  ESPLANADE PIERRE VIDAL NAQUET
FONTNE_WALLACE,PARIS 14EME ARRONDISSEMENT,"{""coordinates"": [2.324953300344563, 48.84098292413998], ""type"": ""Point""}","48.84098292413998, 2.324953300344563",11 BOULEVARD EDGAR QUINET
BORNE_FONTAINE,PARIS 15EME ARRONDISSEMENT,"{""coordinates"": [2.2935811244640147, 48.844957149553984], ""type"": ""Point""}","48.844957149553984, 2.2935811244640147",19 PLACE DU COMMERCE
BORNE_FONTAINE,PARIS 4EME ARRONDISSEMENT,"{""coordinates"": [2.347498858207023, 48.85530430953696], ""type"": ""Point""}","48.85530430953696, 2.347498858207023",PLACE LOUIS LEPINE
BORNE_FONTAINE,PARIS 20EME ARRONDISSEMENT,"{""coordinates"": [2.4105203655563687, 48.85763785958435], ""type"": ""Point""}","48.85763785958435, 2.4105203655563687",5 RUE BLANCHARD
FONTAINE_ARCEAU,PARIS 19EME ARRONDISSEMENT,"{""coordinates"": [2.3739455668258347, 48.896009270819576], ""type"": ""Point""}","48.896009270819576, 2.3739455668258347",39 RUE GASTON TESSIER
FONTAINE_ARCEAU,PARIS 19EME ARRONDISSEMENT,"{""coordinates"": [2.400894560061455, 48.87912029000729], ""type"": ""Point""}","48.87912029000729, 2.400894560061455",FACE 75 BOULEVARD SERURIER
FONTAINE_ARCEAU,PARIS 16EME ARRONDISSEMENT,"{""coordinates"": [2.267510075544605, 48.8474259109252], ""type"": ""Point""}","48.8474259109252, 2.267510075544605",F11 RUE DU BUIS
FONTAINE_BOIS,PARIS 7EME ARRONDISSEMENT,"{""coordinates"": [2.2993880439795755, 48.856207979843674], ""type"": ""Point""}","48.856207979843674, 2.2993880439795755",ALLEE ADRIENNE LECOUVREUR
FONTAINE_BOIS,PARIS 20EME ARRONDISSEMENT,"{""coordinates"": [2.3993839514347157, 48.87529703199001], ""type"": ""Point""}","48.87529703199001, 2.3993839514347157",55F RUE DU TELEGRAPHE
FONTAINE_BOIS,PARIS 16EME ARRONDISSEMENT,"{""coordinates"": [2.266512064432454, 48.87341331034519], ""type"": ""Point""}","48.87341331034519, 2.266512064432454",ROUTE DE L ETOILE
FONTAINE_BOIS,PARIS 15EME ARRONDISSEMENT,"{""coordinates"": [2.304252486367978, 48.837270251707274], ""type"": ""Point""}","48.837270251707274, 2.304252486367978",41 RUE LA QUINTINIE
FONTAINE_BOIS,PARIS 20EME ARRONDISSEMENT,"{""coordinates"": [2.396355011316698, 48.87035744081026], ""type"": ""Point""}","48.87035744081026, 2.396355011316698",134F  RUE DE MENILMONTANT
FONTAINE_BOIS,PARIS 13EME ARRONDISSEMENT,"{""coordinates"": [2.369797259417765, 48.831043561404734], ""type"": ""Point""}","48.831043561404734, 2.369797259417765",SQUARE HELOISE ET ABELARD
FONTAINE_BOIS,PARIS 18EME ARRONDISSEMENT,"{""coordinates"": [2.365269359867474, 48.885862112919206], ""type"": ""Point""}","48.885862112919206, 2.365269359867474",26F  RUE D AUBERVILLIERS
FONTAINE_BOIS,PARIS 18EME ARRONDISSEMENT,"{""coordinates"": [2.365933328320708, 48.88607499222949], ""type"": ""Point""}","48.88607499222949, 2.365933328320708",40F  RUE D AUBERVILLIERS
FONTAINE_BOIS,PARIS 13EME ARRONDISSEMENT,"{""coordinates"": [2.3630063621526, 48.820575765955205], ""type"": ""Point""}","48.820575765955205, 2.3630063621526",43 RUE GANDON
FONTAINE_BOIS,PARIS 16EME ARRONDISSEMENT,"{""coordinates"": [2.2399851567924967, 48.867049102834805], ""type"": ""Point""}","48.867049102834805, 2.2399851567924967",ROUTE DES MOULINS
FONTAINE_BOIS,PARIS 16EME ARRONDISSEMENT,"{""coordinates"": [2.268367113289392, 48.87321132739735], ""type"": ""Point""}","48.87321132739735, 2.268367113289392",ROUTE DE L ETOILE
FONTAINE_BOIS,PARIS 15EME ARRONDISSEMENT,"{""coordinates"": [2.2853321683812498, 48.84099788421829], ""type"": ""Point""}","48.84099788421829, 2.2853321683812498",11 RUE DURANTON
FONTAINE_BOIS,PARIS 16EME ARRONDISSEMENT,"{""coordinates"": [2.2748667118271904, 48.86454128117091], ""type"": ""Point""}","48.86454128117091, 2.2748667118271904",6 FACE  SQUARE LAMARTINE
FONTAINE_BOIS,PARIS 20EME ARRONDISSEMENT,"{""coordinates"": [2.384042934704221, 48.870753549105416], ""type"": ""Point""}","48.870753549105416, 2.384042934704221",PARC DE BELLEVILLE
FONTAINE_BOIS,PARIS 17EME ARRONDISSEMENT,"{""coordinates"": [2.3249216796983987, 48.88751504501735], ""type"": ""Point""}","48.88751504501735, 2.3249216796983987",SQUARE ERNEST CHAUSSON
FONTAINE_BOIS,PARIS 18EME ARRONDISSEMENT,"{""coordinates"": [2.361177094182154, 48.89571012358442], ""type"": ""Point""}","48.89571012358442, 2.361177094182154",22  RUE RAYMOND QUENEAU
FONTAINE_BOIS,PARIS 14EME ARRONDISSEMENT,"{""coordinates"": [2.3262005509954746, 48.83224283663535], ""type"": ""Point""}","48.83224283663535, 2.3262005509954746",SQUARE DE L ASPIRANT DUNAND
FONTAINE_BOIS,PARIS 15EME ARRONDISSEMENT,"{""coordinates"": [2.2948950471645277, 48.851953242744365], ""type"": ""Point""}","48.851953242744365, 2.2948950471645277",24  RUE EDGAR FAURE
FONTAINE_BOIS,PARIS 16EME ARRONDISSEMENT,"{""coordinates"": [2.268388076857152, 48.8581295359071], ""type"": ""Point""}","48.8581295359071, 2.268388076857152",AVENUE DU RANELAGH
FONTAINE_BOIS,PARIS 14EME ARRONDISSEMENT,"{""coordinates"": [2.303767596274124, 48.82614338754897], ""type"": ""Point""}","48.82614338754897, 2.303767596274124",1 RUE JULIA BARTET
FONTAINE_BOIS,PARIS 4EME ARRONDISSEMENT,"{""coordinates"": [2.3564627518681798, 48.858742290782395], ""type"": ""Point""}","48.858742290782395, 2.3564627518681798",21 RUE DES BLANCS MANTEAUX
FONTAINE_BOIS,PARIS 18EME ARRONDISSEMENT,"{""coordinates"": [2.3497196938614113, 48.894124563884326], ""type"": ""Point""}","48.894124563884326, 2.3497196938614113",34  RUE DU SIMPLON
FONTAINE_BOIS,PARIS 16EME ARRONDISSEMENT,"{""coordinates"": [2.2507935253712614, 48.86779400520948], ""type"": ""Point""}","48.86779400520948, 2.2507935253712614",ALLEE DE LONGCHAMP
FONTAINE_BOIS,PARIS 15EME ARRONDISSEMENT,"{""coordinates"": [2.302513653031837, 48.84793440614603], ""type"": ""Point""}","48.84793440614603, 2.302513653031837",11F RUE ALEXANDRE CABANEL
FONTAINE_BOIS,PARIS 8EME ARRONDISSEMENT,"{""coordinates"": [2.30959329429327, 48.87943430730734], ""type"": ""Point""}","48.87943430730734, 2.30959329429327",PARC MONCEAU
FONTAINE_BOIS,PARIS 20EME ARRONDISSEMENT,"{""coordinates"": [2.392132914495425, 48.8668910099027], ""type"": ""Point""}","48.8668910099027, 2.392132914495425",13 RUE SORBIER
FONTAINE_BOIS,PARIS 20EME ARRONDISSEMENT,"{""coordinates"": [2.411083782073707, 48.86547076741912], ""type"": ""Point""}","48.86547076741912, 2.411083782073707",RUE LE VAU
FONTAINE_BOIS,PARIS 5EME ARRONDISSEMENT,"{""coordinates"": [2.3504216550046335, 48.8433393609385], ""type"": ""Point""}","48.8433393609385, 2.3504216550046335",SQUARE JAILLOT
FONTAINE_BOIS,PARIS 17EME ARRONDISSEMENT,"{""coordinates"": [2.3128621735920967, 48.89835616504015], ""type"": ""Point""}","48.89835616504015, 2.3128621735920967",RUE SAINT JUST
FONTAINE_BOIS,PARIS 16EME ARRONDISSEMENT,"{""coordinates"": [2.259068001637348, 48.84065654582064], ""type"": ""Point""}","48.84065654582064, 2.259068001637348",RUE PARENT DE ROSAN
FONTAINE_BOIS,PARIS 14EME ARRONDISSEMENT,"{""coordinates"": [2.3234783179375103, 48.837664348578805], ""type"": ""Point""}","48.837664348578805, 2.3234783179375103",AVENUE DU MAINE
FONTAINE_BOIS,PARIS 20EME ARRONDISSEMENT,"{""coordinates"": [2.3985151025404807, 48.860126609788196], ""type"": ""Point""}","48.860126609788196, 2.3985151025404807",23 F BOULEVARD DE MENILMONTANT
FONTAINE_BOIS,PARIS 20EME ARRONDISSEMENT,"{""coordinates"": [2.394655666833803, 48.85883116137981], ""type"": ""Point""}","48.85883116137981, 2.394655666833803",23 BOULEVARD DE MENILMONTANT
FONTAINE_BOIS,PARIS 8EME ARRONDISSEMENT,"{""coordinates"": [2.309549026292153, 48.879830132413794], ""type"": ""Point""}","48.879830132413794, 2.309549026292153",PARC MONCEAU
FONTAINE_BOIS,PARIS 13EME ARRONDISSEMENT,"{""coordinates"": [2.35009395004927, 48.83332031899056], ""type"": ""Point""}","48.83332031899056, 2.35009395004927",RUE BERBIER DU METS
FONTAINE_BOIS,PARIS 1ER ARRONDISSEMENT,"{""coordinates"": [2.3452765058022362, 48.86280038256952], ""type"": ""Point""}","48.86280038256952, 2.3452765058022362",PLACE RENE CASSIN
FONTAINE_BOIS,PARIS 19EME ARRONDISSEMENT,"{""coordinates"": [2.3757505969490538, 48.885997410551234], ""type"": ""Point""}","48.885997410551234, 2.3757505969490538",PROMENADE ERIC TABARLY
FONTAINE_BOIS,PARIS 19EME ARRONDISSEMENT,"{""coordinates"": [2.376576562520017, 48.89570224023935], ""type"": ""Point""}","48.89570224023935, 2.376576562520017",RUE BERNARD TETU
FONTAINE_BOIS,PARIS 10EME ARRONDISSEMENT,"{""coordinates"": [2.3505730438300727, 48.87115718449072], ""type"": ""Point""}","48.87115718449072, 2.3505730438300727",IMPASSE BONNE NOUVELLE
FONTAINE_BOIS,PARIS 12EME ARRONDISSEMENT,"{""coordinates"": [2.4360114298285325, 48.839527312424465], ""type"": ""Point""}","48.839527312424465, 2.4360114298285325",PARC FLORAL
FONTAINE_BOIS,PARIS 16EME ARRONDISSEMENT,"{""coordinates"": [2.2612740214322558, 48.85286038886818], ""type"": ""Point""}","48.85286038886818, 2.2612740214322558",SQUARE TOLSTOI
FONTNE_WALLACE,PARIS 17EME ARRONDISSEMENT,"{""coordinates"": [2.2946707674564526, 48.87984151032058], ""type"": ""Point""}","48.87984151032058, 2.2946707674564526",13 AVENUE NIEL
FONTNE_WALLACE,PARIS 9EME ARRONDISSEMENT,"{""coordinates"": [2.3271923817869147, 48.87748137559871], ""type"": ""Point""}","48.87748137559871, 2.3271923817869147",8F  PLACE DE BUDAPEST
FONTNE_WALLACE,PARIS 4EME ARRONDISSEMENT,"{""coordinates"": [2.3475708827255914, 48.855438559208814], ""type"": ""Point""}","48.855438559208814, 2.3475708827255914",PLACE LOUIS LEPINE
FONTNE_WALLACE,PARIS 6EME ARRONDISSEMENT,"{""coordinates"": [2.3302935834294156, 48.84368128560938], ""type"": ""Point""}","48.84368128560938, 2.3302935834294156",24F  RUE VAVIN
FONTNE_WALLACE,PARIS 14EME ARRONDISSEMENT,"{""coordinates"": [2.33304682461342, 48.817602265899644], ""type"": ""Point""}","48.817602265899644, 2.33304682461342",152  AVENUE PAUL VAILLANT COUTURIER
FTNE_MILLENAIRE,PARIS 4EME ARRONDISSEMENT,"{""coordinates"": [2.3490584443165825, 48.85361704910405], ""type"": ""Point""}","48.85361704910405, 2.3490584443165825",PLACE DU PARVIS NOTRE DAME
BORNE_FONTAINE,PARIS 11EME ARRONDISSEMENT,"{""coordinates"": [2.3769779896913334, 48.870937736571015], ""type"": ""Point""}","48.870937736571015, 2.3769779896913334",7 RUE DE LA PRESENTATION
FONTAINE_ARCEAU,PARIS 14EME ARRONDISSEMENT,"{""coordinates"": [2.3218587527451815, 48.83406656678856], ""type"": ""Point""}","48.83406656678856, 2.3218587527451815",3F RUE DIDOT
FONTAINE_BOIS,PARIS 12EME ARRONDISSEMENT,"{""coordinates"": [2.46336904550358, 48.84210940369586], ""type"": ""Point""}","48.84210940369586, 2.46336904550358",AVENUE DE FONTENAY
FONTAINE_BOIS,PARIS 12EME ARRONDISSEMENT,"{""coordinates"": [2.4153396930269677, 48.83013559330251], ""type"": ""Point""}","48.83013559330251, 2.4153396930269677",ILE DE REUILLY
FONTAINE_BOIS,PARIS 12EME ARRONDISSEMENT,"{""coordinates"": [2.44534909596681, 48.820810595439575], ""type"": ""Point""}","48.820810595439575, 2.44534909596681",ROUTE DU PESAGE
FONTAINE_BOIS,PARIS 20EME ARRONDISSEMENT,"{""coordinates"": [2.3932715366147, 48.86997389425432], ""type"": ""Point""}","48.86997389425432, 2.3932715366147",303 RUE DES PYRENEES
FONTAINE_BOIS,PARIS 15EME ARRONDISSEMENT,"{""coordinates"": [2.310581102960896, 48.83761493128143], ""type"": ""Point""}","48.83761493128143, 2.310581102960896",1  RUE PLATON
FONTAINE_BOIS,PARIS 14EME ARRONDISSEMENT,"{""coordinates"": [2.316347497060999, 48.83630902859873], ""type"": ""Point""}","48.83630902859873, 2.316347497060999",SQUARE DU CARDINAL WYSZYNSKI
FONTAINE_BOIS,PARIS 12EME ARRONDISSEMENT,"{""coordinates"": [2.3848755754729387, 48.83397650895147], ""type"": ""Point""}","48.83397650895147, 2.3848755754729387",RUE DE L AMBROISIE
FONTAINE_BOIS,PARIS 13EME ARRONDISSEMENT,"{""coordinates"": [2.3790389396357794, 48.828764115776984], ""type"": ""Point""}","48.828764115776984, 2.3790389396357794",RUE DES GRANDS MOULINS
FONTAINE_BOIS,PARIS 16EME ARRONDISSEMENT,"{""coordinates"": [2.247834784283397, 48.85278660956407], ""type"": ""Point""}","48.85278660956407, 2.247834784283397",ROUTE DE LA SEINE A LA BUTTE-MORTEMART
FONTAINE_BOIS,PARIS 6EME ARRONDISSEMENT,"{""coordinates"": [2.3310549621770056, 48.85454045973499], ""type"": ""Point""}","48.85454045973499, 2.3310549621770056",SQUARE TARAS CHEVTCHENKO
FONTAINE_BOIS,PARIS 18EME ARRONDISSEMENT,"{""coordinates"": [2.353111752308674, 48.88623460285988], ""type"": ""Point""}","48.88623460285988, 2.353111752308674",23F RUE DES GARDES
FONTAINE_BOIS,PARIS 19EME ARRONDISSEMENT,"{""coordinates"": [2.3875082545112214, 48.88074485123654], ""type"": ""Point""}","48.88074485123654, 2.3875082545112214",PARC DES BUTTES CHAUMONT
FONTAINE_BOIS,PARIS 16EME ARRONDISSEMENT,"{""coordinates"": [2.257807142781834, 48.86250513698062], ""type"": ""Point""}","48.86250513698062, 2.257807142781834",CHEMIN CEINTURE LAC INFERIEUR
FONTAINE_BOIS,PARIS 11EME ARRONDISSEMENT,"{""coordinates"": [2.3906519120871326, 48.85210040012776], ""type"": ""Point""}","48.85210040012776, 2.3906519120871326",SQUARE DES JARDINIERS
FONTAINE_BOIS,PARIS 11EME ARRONDISSEMENT,"{""coordinates"": [2.384724574766335, 48.85894568446781], ""type"": ""Point""}","48.85894568446781, 2.384724574766335",166F  RUE DE LA ROQUETTE
FONTAINE_BOIS,PARIS 15EME ARRONDISSEMENT,"{""coordinates"": [2.297905379388302, 48.839976144829706], ""type"": ""Point""}","48.839976144829706, 2.297905379388302",SQUARE GERBERT
FONTAINE_BOIS,PARIS 15EME ARRONDISSEMENT,"{""coordinates"": [2.305750720640026, 48.84212351400385], ""type"": ""Point""}","48.84212351400385, 2.305750720640026",50F  RUE BLOMET
FONTAINE_BOIS,PARIS 16EME ARRONDISSEMENT,"{""coordinates"": [2.279554622917566, 48.87194664426866], ""type"": ""Point""}","48.87194664426866, 2.279554622917566",69F AVENUE FOCH
FONTAINE_BOIS,PARIS 18EME ARRONDISSEMENT,"{""coordinates"": [2.3660392053085, 48.900249345483296], ""type"": ""Point""}","48.900249345483296, 2.3660392053085",35F RUE CHARLES HERMITE
FONTAINE_BOIS,PARIS 18EME ARRONDISSEMENT,"{""coordinates"": [2.3310970441973073, 48.89174219991042], ""type"": ""Point""}","48.89174219991042, 2.3310970441973073",29F RUE JOSEPH DE MAISTRE
FONTAINE_BOIS,PARIS 8EME ARRONDISSEMENT,"{""coordinates"": [2.3165041301142626, 48.86642655190704], ""type"": ""Point""}","48.86642655190704, 2.3165041301142626",JARDIN DES CHAMPS ELYSEES
FONTAINE_BOIS,PARIS 8EME ARRONDISSEMENT,"{""coordinates"": [2.323399933550546, 48.87390992838618], ""type"": ""Point""}","48.87390992838618, 2.323399933550546",SQUARE LOUIS XVI
FONTAINE_BOIS,PARIS 11EME ARRONDISSEMENT,"{""coordinates"": [2.3767620979650896, 48.85602175619909], ""type"": ""Point""}","48.85602175619909, 2.3767620979650896",34F  PASSAGE CHARLES DALLERY
FONTAINE_BOIS,PARIS 11EME ARRONDISSEMENT,"{""coordinates"": [2.3799195295194453, 48.85817998080754], ""type"": ""Point""}","48.85817998080754, 2.3799195295194453",BOULEVARD VOLTAIRE
FONTAINE_BOIS,PARIS 8EME ARRONDISSEMENT,"{""coordinates"": [2.31057994602103, 48.87867565042921], ""type"": ""Point""}","48.87867565042921, 2.31057994602103",PARC MONCEAU
FONTAINE_BOIS,PARIS 20EME ARRONDISSEMENT,"{""coordinates"": [2.416115893846494, 48.84876495783967], ""type"": ""Point""}","48.84876495783967, 2.416115893846494",RUE DU COMMANDANT L HERMINIER
FONTAINE_BOIS,PARIS 20EME ARRONDISSEMENT,"{""coordinates"": [2.4004022345193117, 48.85908360418808], ""type"": ""Point""}","48.85908360418808, 2.4004022345193117",11F RUE DE LESSEPS
FONTAINE_BOIS,PARIS 12EME ARRONDISSEMENT,"{""coordinates"": [2.447948719961556, 48.837449865476344], ""type"": ""Point""}","48.837449865476344, 2.447948719961556",PARC FLORAL
FONTAINE_BOIS,PARIS 12EME ARRONDISSEMENT,"{""coordinates"": [2.448517415285701, 48.83828851661994], ""type"": ""Point""}","48.83828851661994, 2.448517415285701",PARC FLORAL
FONTAINE_BOIS,PARIS 20EME ARRONDISSEMENT,"{""coordinates"": [2.403623397508888, 48.86061996941265], ""type"": ""Point""}","48.86061996941265, 2.403623397508888",CHEMIN DU PARC DE CHARONNE
FONTAINE_BOIS,PARIS 18EME ARRONDISSEMENT,"{""coordinates"": [2.3391781217615195, 48.88889047031526], ""type"": ""Point""}","48.88889047031526, 2.3391781217615195",RUE SAINT VINCENT
FONTAINE_BOIS,PARIS 17EME ARRONDISSEMENT,"{""coordinates"": [2.3196260463296237, 48.89829277562586], ""type"": ""Point""}","48.89829277562586, 2.3196260463296237",AVENUE DES JARDINS
FONTAINE_BOIS,PARIS 14EME ARRONDISSEMENT,"{""coordinates"": [2.3262014626804337, 48.83839607338289], ""type"": ""Point""}","48.83839607338289, 2.3262014626804337",BOULEVARD EDGAR QUINET
FONTAINE_BOIS,PARIS 20EME ARRONDISSEMENT,"{""coordinates"": [2.392481478606962, 48.86140250639435], ""type"": ""Point""}","48.86140250639435, 2.392481478606962",AVENUE LATERALE DU NORD
FONTAINE_BOIS,PARIS 15EME ARRONDISSEMENT,"{""coordinates"": [2.318986215228131, 48.839499938163776], ""type"": ""Point""}","48.839499938163776, 2.318986215228131",PLACE 5 MARTYRS LYCEE BUFFON
FONTAINE_BOIS,PARIS 16EME ARRONDISSEMENT,"{""coordinates"": [2.2511981411113045, 48.87347600053393], ""type"": ""Point""}","48.87347600053393, 2.2511981411113045",ROUTE DU CHAMP D ENTRAINEMENT
FONTAINE_BOIS,PARIS 16EME ARRONDISSEMENT,"{""coordinates"": [2.2490032301045995, 48.87251265781866], ""type"": ""Point""}","48.87251265781866, 2.2490032301045995",PARC DE BAGATELLE
FONTAINE_BOIS,PARIS 15EME ARRONDISSEMENT,"{""coordinates"": [2.3081071463500917, 48.836571971205096], ""type"": ""Point""}","48.836571971205096, 2.3081071463500917",77 RUE D ALLERAY
FONTAINE_BOIS,PARIS 20EME ARRONDISSEMENT,"{""coordinates"": [2.3952414590266287, 48.8745347878091], ""type"": ""Point""}","48.8745347878091, 2.3952414590266287",RUE PIXERECOURT
FONTAINE_BOIS,PARIS 18EME ARRONDISSEMENT,"{""coordinates"": [2.359453915883392, 48.89257776190759], ""type"": ""Point""}","48.89257776190759, 2.359453915883392",31 RUE DE LA CHAPELLE
FONTAINE_BOIS,PARIS 18EME ARRONDISSEMENT,"{""coordinates"": [2.3652954436920055, 48.89628677924479], ""type"": ""Point""}","48.89628677924479, 2.3652954436920055",RUE DU PRE
FONTAINE_BOIS,PARIS 17EME ARRONDISSEMENT,"{""coordinates"": [2.3212535753580124, 48.89978171227602], ""type"": ""Point""}","48.89978171227602, 2.3212535753580124",20  RUE HELENE ET FRANÇOIS MISSOFFE
FONTAINE_BOIS,PARIS 15EME ARRONDISSEMENT,"{""coordinates"": [2.3053249104040234, 48.830659903792466], ""type"": ""Point""}","48.830659903792466, 2.3053249104040234",6  RUE DU BOCAGE
FONTAINE_BOIS,PARIS 12EME ARRONDISSEMENT,"{""coordinates"": [2.4606836904176217, 48.82532999420728], ""type"": ""Point""}","48.82532999420728, 2.4606836904176217",13F ROUTE DE LA FERME
FONTAINE_TOTEM,PARIS 7EME ARRONDISSEMENT,"{""coordinates"": [2.3163641372242174, 48.863051411223445], ""type"": ""Point""}","48.863051411223445, 2.3163641372242174",37F QUAI D ORSAY
FONTAINE_TOTEM,PARIS 7EME ARRONDISSEMENT,"{""coordinates"": [2.3249421822693184, 48.861005938037934], ""type"": ""Point""}","48.861005938037934, 2.3249421822693184",9F QUAI ANATOLE FRANCE
FONTNE_WALLACE,PARIS 11EME ARRONDISSEMENT,"{""coordinates"": [2.371870810386191, 48.86631539139403], ""type"": ""Point""}","48.86631539139403, 2.371870810386191",44F  RUE JEAN PIERRE TIMBAUD
FONTNE_WALLACE,PARIS 13EME ARRONDISSEMENT,"{""coordinates"": [2.3694460132769084, 48.828316571949394], ""type"": ""Point""}","48.828316571949394, 2.3694460132769084",58F  RUE DE DOMREMY
FONTNE_WALLACE,PARIS 17EME ARRONDISSEMENT,"{""coordinates"": [2.295460180931918, 48.88152697743684], ""type"": ""Point""}","48.88152697743684, 2.295460180931918",AVENUE NIEL
FONTNE_WALLACE,PARIS 13EME ARRONDISSEMENT,"{""coordinates"": [2.363919374083235, 48.82431193781796], ""type"": ""Point""}","48.82431193781796, 2.363919374083235",66  AVENUE D IVRY
FONTNE_WALLACE,PARIS 5EME ARRONDISSEMENT,"{""coordinates"": [2.3564182801126745, 48.83975979799995], ""type"": ""Point""}","48.83975979799995, 2.3564182801126745",17F RUE GEOFFROY SAINT HILAIRE
FTNE_PETILLANTE,PARIS 11EME ARRONDISSEMENT,"{""coordinates"": [2.3795846565252194, 48.85879049365507], ""type"": ""Point""}","48.85879049365507, 2.3795846565252194",1 1 PLACE LEON BLUM
BORNE_FONTAINE,PARIS 14EME ARRONDISSEMENT,"{""coordinates"": [2.3179438264252363, 48.829820344172994], ""type"": ""Point""}","48.829820344172994, 2.3179438264252363",75F RUE DIDOT
FONTAINE_2EN1,PARIS 15EME ARRONDISSEMENT,"{""coordinates"": [2.2898925039174176, 48.855602411748905], ""type"": ""Point""}","48.855602411748905, 2.2898925039174176",101 QUAI BRANLY
FONTAINE_ARCEAU,PARIS 17EME ARRONDISSEMENT,"{""coordinates"": [2.3106953906391445, 48.88519762210195], ""type"": ""Point""}","48.88519762210195, 2.3106953906391445",70  RUE DE TOCQUEVILLE
FONTAINE_ARCEAU,PARIS 5EME ARRONDISSEMENT,"{""coordinates"": [2.3566554468167014, 48.84926965457554], ""type"": ""Point""}","48.84926965457554, 2.3566554468167014",29 PLACE MOHAMMED V
FONTAINE_ARCEAU,PARIS 18EME ARRONDISSEMENT,"{""coordinates"": [2.3497809805616368, 48.891697192767886], ""type"": ""Point""}","48.891697192767886, 2.3497809805616368",2  BOULEVARD ORNANO
FONTAINE_ARCEAU,PARIS 19EME ARRONDISSEMENT,"{""coordinates"": [2.379913783813216, 48.89802377637389], ""type"": ""Point""}","48.89802377637389, 2.379913783813216",3 RUE CESARIA EVORA
FONTAINE_BOIS,PARIS 12EME ARRONDISSEMENT,"{""coordinates"": [2.4640376069421412, 48.8273387143695], ""type"": ""Point""}","48.8273387143695, 2.4640376069421412",ROUTE DE LA FERME
FONTAINE_BOIS,PARIS 16EME ARRONDISSEMENT,"{""coordinates"": [2.25523545638459, 48.87372262900561], ""type"": ""Point""}","48.87372262900561, 2.25523545638459",ROUTE DES LACS A MADRID
