route_id;route_long_name;stop_id;stop_name;stop_lon;stop_lat;OperatorName;Pointgeo;Nom_commune
IDFM:C01075;24;IDFM:486904;Gare d'Austerlitz;2.3641035898484493;48.84386369156056;RATP;48.843863691560564,2.3641035898484493;Paris
IDFM:C01075;24;IDFM:30102;Saint-Jacques - Gay-Lussac;2.342167372176817;48.84373608526717;RATP;48.843736085267174,2.342167372176817;Paris
IDFM:C01075;24;IDFM:421409;Gare de Lyon - Maison de la RATP;2.3742356739374952;48.84319763147354;RATP;48.84319763147354,2.3742356739374952;Paris
IDFM:C01076;26;IDFM:36295;Maraichers;2.4061020696832625;48.85313604299148;RATP;48.85313604299148,2.4061020696832625;Paris
IDFM:C01076;26;IDFM:36539;Orteaux;2.404864121875768;48.8565204335982;RATP;48.8565204335982,2.4048641218757676;Paris
IDFM:C01076;26;IDFM:463610;Gambetta - Pyrénées;2.3989537998256605;48.86437813834655;RATP;48.86437813834655,2.3989537998256605;Paris
IDFM:C01076;26;IDFM:26558;Botzaris - Buttes Chaumont;2.3807657441967844;48.87617465604573;RATP;48.876174656045734,2.3807657441967844;Paris
IDFM:C01076;26;IDFM:26553;Mathurin Moreau - Simon Bolivar;2.3744080212722225;48.87878563639404;RATP;48.87878563639404,2.3744080212722225;Paris
IDFM:C01076;26;IDFM:29416;Jaurès - Stalingrad;2.371176134798161;48.882204144592606;RATP;48.882204144592606,2.371176134798161;Paris
IDFM:C01076;26;IDFM:28571;Maubeuge - Rochechouart;2.344446411304005;48.87812169030309;RATP;48.87812169030309,2.344446411304005;Paris
IDFM:C01076;26;IDFM:35849;Trinité;2.331546082295623;48.876125772646766;RATP;48.876125772646766,2.331546082295623;Paris
IDFM:C01076;26;IDFM:8420;Square Montholon;2.348007242828276;48.87686408143325;RATP;48.87686408143325,2.348007242828276;Paris
IDFM:C01076;26;IDFM:29412;La Fayette - Saint-Quentin - Gare du Nord;2.356392678166986;48.87905886504252;RATP;48.87905886504252,2.356392678166986;Paris
IDFM:C01076;26;IDFM:8423;Château Landon;2.3632426988947035;48.88086717792243;RATP;48.88086717792243,2.3632426988947035;Paris
IDFM:C01076;26;IDFM:28385;Louis Blanc;2.366627146685586;48.881757480801056;RATP;48.881757480801056,2.366627146685586;Paris
IDFM:C01076;26;IDFM:463694;Atlas;2.376251423565268;48.87628611908652;RATP;48.87628611908652,2.376251423565268;Paris
IDFM:C01076;26;IDFM:420160;Villiers de l'Isle-Adam;2.3966458454097337;48.867100518207614;RATP;48.867100518207614,2.3966458454097337;Paris
IDFM:C01076;26;IDFM:26555;Gambetta - Pyrénées;2.398775876915278;48.864440198517165;RATP;48.864440198517165,2.398775876915278;Paris
IDFM:C01076;26;IDFM:18204;Cours de Vincennes;2.4062425527993603;48.84798345773133;RATP;48.84798345773133,2.4062425527993603;Paris
IDFM:C01077;27;IDFM:25738;Les Gobelins;2.351663600215672;48.83724954893821;RATP;48.83724954893821,2.351663600215672;Paris
IDFM:C01077;27;IDFM:36739;Palais Royal - Comédie Française;2.335160512074467;48.86427459025528;RATP;48.86427459025528,2.335160512074467;Paris
IDFM:C01077;27;IDFM:28266;Pyramides;2.334442959262386;48.86602432653653;RATP;48.86602432653653,2.334442959262386;Paris
IDFM:C01077;27;IDFM:22749;Havre - Haussmann;2.327861514202696;48.87320927029968;RATP;48.873209270299675,2.327861514202696;Paris
IDFM:C01077;27;IDFM:27070;Pyramides;2.333819451585669;48.86681228117684;RATP;48.86681228117684,2.333819451585669;Paris
IDFM:C01077;27;IDFM:27330;Quai François Mitterrand;2.333989882738252;48.8598792610624;RATP;48.8598792610624,2.3339898827382517;Paris
IDFM:C01077;27;IDFM:25296;Monge - Claude Bernard;2.3501073444199685;48.838590153298725;RATP;48.838590153298725,2.3501073444199685;Paris
IDFM:C01077;27;IDFM:36944;Place d'Italie - Mairie du 13e;2.354721856040757;48.832328552939295;RATP;48.832328552939295,2.3547218560407566;Paris
IDFM:C01077;27;IDFM:10077;Les Alpes;2.359590234590431;48.831923021745965;RATP;48.831923021745965,2.359590234590431;Paris
IDFM:C01077;27;IDFM:9131;Nationale;2.36246632136661;48.83290071270996;RATP;48.83290071270996,2.36246632136661;Paris
IDFM:C01077;27;IDFM:25736;Patay - Tolbiac;2.3718248458892246;48.82729318879807;RATP;48.827293188798066,2.3718248458892246;Paris
IDFM:C01077;27;IDFM:25737;Porte de Vitry;2.377636674783957;48.823114504335535;RATP;48.823114504335535,2.377636674783957;Paris
