Geo Point;Geo Shape;nom_long;res_com;indice_lig;mode;tertrain;terrer;termetro;tertram;terval;exploitant;picto ligne;latitude;longitude
48.99600683049393,2.368684562796334;"{""coordinates"": [2.368684562796334, 48.99600683049393], ""type"": ""Point""}";Sarcelles-Saint-Brice;TRAIN H;H;TRAIN;0;0;0;0;0;SNCF;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/3544694520ec675b39cbddf7993a4b79;48.99600683049393;2.368684562796334
49.02496079481305,2.2223226926705846;"{""coordinates"": [2.222322692670585, 49.02496079481305], ""type"": ""Point""}";Taverny;TRAIN H;H;TRAIN;0;0;0;0;0;SNCF;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/3544694520ec675b39cbddf7993a4b79;49.02496079481305;2.222322692670585
48.79565482141207,2.6503876684411503;"{""coordinates"": [2.65038766844115, 48.79565482141207], ""type"": ""Point""}";Roissy-en-Brie;RER E;E;RER;0;0;0;0;0;SNCF;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/528f29b53fa23aaf2d4c4f0b14c0bf87;48.79565482141207;2.6503876684411503
48.88252792453506,2.481213457683429;"{""coordinates"": [2.481213457683429, 48.88252792453506], ""type"": ""Point""}";Rosny-Bois-Perrier;RER E;E;RER;0;0;0;0;0;SNCF;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/528f29b53fa23aaf2d4c4f0b14c0bf87;48.88252792453506;2.481213457683429
48.99739200091921,1.6301676272984595;"{""coordinates"": [1.63016762729846, 48.99739200091921], ""type"": ""Point""}";Rosny-sur-Seine;TRAIN J;J;TRAIN;0;0;0;0;0;SNCF;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/eb304b4c7df86e2202acf8e0ac539751;48.99739200091921;1.6301676272984595
48.88757361863876,2.172579447718415;"{""coordinates"": [2.172579447718415, 48.88757361863876], ""type"": ""Point""}";Rueil-Malmaison;RER A;A;RER;0;0;0;0;0;RATP;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/2922fd9716bdb3b0487b2960b932652a;48.88757361863876;2.172579447718415
48.93445554506132,2.3456043781962905;"{""coordinates"": [2.345604378196291, 48.93445554506132], ""type"": ""Point""}";Saint-Denis;TRAIN H;H;TRAIN;0;0;0;0;0;SNCF;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/3544694520ec675b39cbddf7993a4b79;48.93445554506132;2.3456043781962905
48.82326663412408,2.5426797940158528;"{""coordinates"": [2.542679794015853, 48.82326663412408], ""type"": ""Point""}";Villiers-sur-Marne - Le Plessis-Trévise;RER E;E;RER;0;0;0;0;0;SNCF;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/528f29b53fa23aaf2d4c4f0b14c0bf87;48.82326663412408;2.5426797940158528
48.6760924339657,2.386783798391593;"{""coordinates"": [2.386783798391593, 48.6760924339657], ""type"": ""Point""}";Viry-Châtillon;RER D;D;RER;0;0;0;0;0;SNCF;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/e7ed6bbd66f9796902fee75b4b443a54;48.6760924339657;2.386783798391593
49.09107345219079,2.2018234842360593;"{""coordinates"": [2.201823484236059, 49.09107345219079], ""type"": ""Point""}";Valmondois;TRAIN H;H;TRAIN;0;0;0;0;0;SNCF;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/3544694520ec675b39cbddf7993a4b79;49.09107345219079;2.20182348423606
49.02177395624446,2.2293764883869476;"{""coordinates"": [2.229376488386948, 49.02177395624446], ""type"": ""Point""}";Vaucelles;TRAIN H;H;TRAIN;0;0;0;0;0;SNCF;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/3544694520ec675b39cbddf7993a4b79;49.02177395624446;2.229376488386948
49.00670027774168,1.9192371117313654;"{""coordinates"": [1.919237111731365, 49.00670027774168], ""type"": ""Point""}";Thun-le-Paradis;TRAIN J;J;TRAIN;0;0;0;0;0;SNCF;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/eb304b4c7df86e2202acf8e0ac539751;49.00670027774168;1.9192371117313651
48.87520826545472,2.6375907171679747;"{""coordinates"": [2.637590717167975, 48.87520826545472], ""type"": ""Point""}";Vaires-Torcy;TRAIN P;P;TRAIN;0;0;0;0;0;SNCF;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/3216a7aca01ab7c67110982329e4a82e;48.87520826545472;2.6375907171679747
49.426201592283185,2.088506972546535;"{""coordinates"": [2.088506972546535, 49.426201592283185], ""type"": ""Point""}";Beauvais;GL;GL;TRAIN;GL;0;0;0;0;SNCF;;49.42620159228319;2.088506972546535
48.1864372095977,1.3862450209435095;"{""coordinates"": [1.38624502094351, 48.1864372095977], ""type"": ""Point""}";Bonneval;GL;GL;TRAIN;0;0;0;0;0;SNCF;;48.1864372095977;1.3862450209435095
48.851050282314304,2.3442733454213514;"{""coordinates"": [2.344273345421351, 48.851050282314304], ""type"": ""Point""}";Cluny-La Sorbonne;METRO 10;10;METRO;0;0;0;0;0;RATP;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/2354d638a96aaa2bdc700214befec049;48.851050282314304;2.344273345421352
48.85804605538448,2.274154629736559;"{""coordinates"": [2.274154629736559, 48.85804605538448], ""type"": ""Point""}";La Muette;METRO 9;9;METRO;0;0;0;0;0;RATP;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/78e78b6d779fd1700a65a68abe9b1b7a;48.85804605538448;2.274154629736559
48.972141676907825,1.8483488082825013;"{""coordinates"": [1.848348808282501, 48.972141676907825], ""type"": ""Point""}";Aubergenville-Élisabethville;TRAIN J;J;TRAIN;0;0;0;0;0;SNCF;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/eb304b4c7df86e2202acf8e0ac539751;48.97214167690783;1.8483488082825013
48.82888070077747,2.37769700026936;"{""coordinates"": [2.37769700026936, 48.82888070077747], ""type"": ""Point""}";Bibliothèque François Mitterrand;RER C;C;RER;0;0;0;0;0;SNCF;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/591a3d854462a7db2751395e662d4e2c;48.82888070077747;2.37769700026936
48.83307317062929,2.333203670349575;"{""coordinates"": [2.333203670349575, 48.83307317062929], ""type"": ""Point""}";Denfert-Rochereau;RER B;B;RER;0;0;0;0;0;RATP;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/f0ebdb0b87223739c9f1195e894671c1;48.83307317062929;2.333203670349575
48.83653643294523,2.7089817422622775;"{""coordinates"": [2.708981742262278, 48.83653643294523], ""type"": ""Point""}";Bussy-Saint-Georges;RER A;A;RER;0;0;0;0;0;RATP;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/2922fd9716bdb3b0487b2960b932652a;48.83653643294523;2.708981742262277
48.98500470125916,2.2574741572503108;"{""coordinates"": [2.257474157250311, 48.98500470125916], ""type"": ""Point""}";Cernay;RER C;C;RER;0;0;0;0;0;SNCF;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/591a3d854462a7db2751395e662d4e2c;48.98500470125916;2.2574741572503108
48.72509804119919,2.259946049525822;"{""coordinates"": [2.259946049525822, 48.72509804119919], ""type"": ""Point""}";Massy-Palaiseau;RER B;B;RER;0;0;0;0;0;RATP;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/f0ebdb0b87223739c9f1195e894671c1;48.72509804119919;2.259946049525822
48.70823782858165,2.462282244689792;"{""coordinates"": [2.462282244689792, 48.70823782858165], ""type"": ""Point""}";Montgeron-Crosne;RER D;D;RER;0;0;0;0;0;SNCF;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/e7ed6bbd66f9796902fee75b4b443a54;48.70823782858165;2.462282244689792
49.007767719270035,2.1965029019130347;"{""coordinates"": [2.196502901913035, 49.007767719270035], ""type"": ""Point""}";Montigny-Beauchamp;RER C;C;RER;0;0;0;0;0;SNCF;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/591a3d854462a7db2751395e662d4e2c;49.00776771927004;2.1965029019130347
48.550926680302844,2.124937383537765;"{""coordinates"": [2.124937383537765, 48.550926680302844], ""type"": ""Point""}";Saint-Chéron;RER C;C;RER;0;0;0;0;0;SNCF;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/591a3d854462a7db2751395e662d4e2c;48.55092668030285;2.124937383537765
48.950651093090265,2.2325340087059704;"{""coordinates"": [2.23253400870597, 48.950651093090265], ""type"": ""Point""}";Val d'Argenteuil;TRAIN J;J;TRAIN;0;0;0;0;0;SNCF;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/eb304b4c7df86e2202acf8e0ac539751;48.950651093090265;2.2325340087059704
48.93948681080073,1.999603609660236;"{""coordinates"": [1.999603609660236, 48.93948681080073], ""type"": ""Point""}";Villennes-sur-Seine;TRAIN J;J;TRAIN;0;0;0;0;0;SNCF;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/eb304b4c7df86e2202acf8e0ac539751;48.93948681080073;1.999603609660236
49.004725624495876,2.571294844435935;"{""coordinates"": [2.571294844435935, 49.004725624495876], ""type"": ""Point""}";Terminal 2 - Gare TGV;CDGVAL;CDG;VAL;0;0;0;0;CDGVAL;Transdev;;49.00472562449588;2.571294844435935
48.869830488996314,2.274808153642234;"{""coordinates"": [2.274808153642234, 48.869830488996314], ""type"": ""Point""}";Avenue Foch;RER C;C;RER;0;0;0;0;0;SNCF;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/591a3d854462a7db2751395e662d4e2c;48.86983048899632;2.274808153642234
48.86546235708394,2.2721593819194146;"{""coordinates"": [2.272159381919415, 48.86546235708394], ""type"": ""Point""}";Avenue Henri Martin;RER C;C;RER;0;0;0;0;0;SNCF;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/591a3d854462a7db2751395e662d4e2c;48.86546235708394;2.2721593819194146
48.90576265710707,2.2699647791945137;"{""coordinates"": [2.269964779194514, 48.90576265710707], ""type"": ""Point""}";Bécon-les-Bruyères;TRAIN L;L;TRAIN;0;0;0;0;0;SNCF;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/954a47388dc356e3473289e5f47d0270;48.90576265710707;2.2699647791945137
48.874204186324654,2.2947732143825275;"{""coordinates"": [2.294773214382527, 48.874204186324654], ""type"": ""Point""}";Charles De Gaulle-Étoile;RER A;A;RER;0;0;0;0;0;RATP;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/2922fd9716bdb3b0487b2960b932652a;48.874204186324654;2.2947732143825275
48.81047522542192,1.764581486740225;"{""coordinates"": [1.764581486740225, 48.81047522542192], ""type"": ""Point""}";Garancières-La Queue;TRAIN N;N;TRAIN;0;0;0;0;0;SNCF;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/6c2116392b125e3a2f6d9d754db243a8;48.81047522542192;1.764581486740225
48.743016569903006,2.295921406897603;"{""coordinates"": [2.295921406897603, 48.743016569903006], ""type"": ""Point""}";Fontaine-Michalon;RER B;B;RER;0;0;0;0;0;RATP;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/f0ebdb0b87223739c9f1195e894671c1;48.743016569903006;2.295921406897603
48.819343962606595,2.257893897515079;"{""coordinates"": [2.257893897515079, 48.819343962606595], ""type"": ""Point""}";Issy;RER C;C;RER;0;0;0;0;0;SNCF;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/591a3d854462a7db2751395e662d4e2c;48.8193439626066;2.257893897515079
48.83059547623919,2.2640696502505677;"{""coordinates"": [2.264069650250568, 48.83059547623919], ""type"": ""Point""}";Issy-Val-de-Seine;RER C;C;RER;0;0;0;0;0;SNCF;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/591a3d854462a7db2751395e662d4e2c;48.83059547623919;2.264069650250568
48.6895672569645,2.383833358799739;"{""coordinates"": [2.383833358799739, 48.6895672569645], ""type"": ""Point""}";Juvisy;RER D;D;RER;0;0;0;0;0;SNCF;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/e7ed6bbd66f9796902fee75b4b443a54;48.6895672569645;2.383833358799739
48.73488814734515,2.2740024044842477;"{""coordinates"": [2.274002404484248, 48.73488814734515], ""type"": ""Point""}";Massy-Verrières;RER B;B;RER;0;0;0;0;0;RATP;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/f0ebdb0b87223739c9f1195e894671c1;48.73488814734515;2.274002404484248
48.73488814734515,2.2740024044842477;"{""coordinates"": [2.274002404484248, 48.73488814734515], ""type"": ""Point""}";Massy-Verrières;RER C;C;RER;0;0;0;0;0;SNCF;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/591a3d854462a7db2751395e662d4e2c;48.73488814734515;2.274002404484248
48.956931426575984,2.8733647999355174;"{""coordinates"": [2.873364799935517, 48.956931426575984], ""type"": ""Point""}";Meaux;TRAIN P;P;TRAIN;0;0;0;0;0;SNCF;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/3216a7aca01ab7c67110982329e4a82e;48.956931426575984;2.8733647999355174
48.721915961058656,1.8900045636979848;"{""coordinates"": [1.890004563697985, 48.721915961058656], ""type"": ""Point""}";Les-Essarts-le-Roi;TRAIN N;N;TRAIN;0;0;0;0;0;SNCF;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/6c2116392b125e3a2f6d9d754db243a8;48.721915961058656;1.8900045636979848
48.888220162764625,2.3137324515202713;"{""coordinates"": [2.313732451520271, 48.888220162764625], ""type"": ""Point""}";Pont-Cardinet;TRAIN L;L;TRAIN;0;0;0;0;0;SNCF;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/954a47388dc356e3473289e5f47d0270;48.88822016276463;2.3137324515202717
48.85353290071982,2.3452883321974305;"{""coordinates"": [2.34528833219743, 48.85353290071982], ""type"": ""Point""}";Saint-Michel;RER C;C;RER;0;0;0;0;0;SNCF;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/591a3d854462a7db2751395e662d4e2c;48.85353290071982;2.3452883321974305
48.87683695396951,2.3247380468366337;"{""coordinates"": [2.324738046836634, 48.87683695396951], ""type"": ""Point""}";Saint-Lazare;TRAIN J;J;TRAIN;TRAIN J;0;0;0;0;SNCF;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/eb304b4c7df86e2202acf8e0ac539751;48.87683695396951;2.3247380468366337
48.88092200667149,2.356328543670162;"{""coordinates"": [2.356328543670162, 48.88092200667149], ""type"": ""Point""}";Gare du Nord;TRAIN H;H;TRAIN;TRAIN H;0;0;0;0;SNCF;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/3544694520ec675b39cbddf7993a4b79;48.88092200667149;2.356328543670162
48.87474865067991,2.2955602562131467;"{""coordinates"": [2.295560256213147, 48.87474865067991], ""type"": ""Point""}";Charles De Gaulle-Étoile;METRO 6;6;METRO;0;0;METRO 6;0;0;RATP;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/57c723464a2a0862aa51d73d8a09eff0;48.87474865067991;2.2955602562131467
48.87371340670775,2.3276954096301736;"{""coordinates"": [2.327695409630174, 48.87371340670775], ""type"": ""Point""}";Havre-Caumartin;METRO 9;9;METRO;0;0;0;0;0;RATP;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/78e78b6d779fd1700a65a68abe9b1b7a;48.87371340670775;2.3276954096301736
48.843486761806766,2.3739225903167545;"{""coordinates"": [2.373922590316754, 48.843486761806766], ""type"": ""Point""}";Gare de Lyon;METRO 14;14;METRO;0;0;0;0;0;RATP;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/9bca75433eb738dae9e4d3657b7a3de5;48.843486761806766;2.3739225903167545
48.84894464506383,2.3958794351856887;"{""coordinates"": [2.395879435185689, 48.84894464506383], ""type"": ""Point""}";Nation;METRO 9;9;METRO;0;0;0;0;0;RATP;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/78e78b6d779fd1700a65a68abe9b1b7a;48.84894464506383;2.3958794351856887
48.89218707644951,2.237018056395014;"{""coordinates"": [2.237018056395014, 48.89218707644951], ""type"": ""Point""}";La Défense;METRO 1;1;METRO;0;0;METRO 1;0;0;RATP;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/f99937fd31b1787d79e47d20b18f71c4;48.89218707644951;2.237018056395014
48.74168449313643,2.3527953813100178;"{""coordinates"": [2.352795381310018, 48.74168449313643], ""type"": ""Point""}";La Fraternelle;TRAM 7;7;TRAMWAY;0;0;0;0;0;RATP;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/60158a0802e6af6fdd9f1071fa876cf0;48.74168449313643;2.3527953813100178
48.80107761141683,2.1709674010790323;"{""coordinates"": [2.170967401079032, 48.80107761141683], ""type"": ""Point""}";Viroflay Rive Gauche;TRAM 6;6;TRAMWAY;0;0;0;0;0;RATP;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/7e2c2678c2250f7f2e96088e2529d697;48.80107761141683;2.1709674010790323
48.8057041548583,2.169070049430457;"{""coordinates"": [2.169070049430457, 48.8057041548583], ""type"": ""Point""}";Viroflay Rive Droite;TRAM 6;6;TRAMWAY;0;0;0;TRAM 6;0;RATP;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/7e2c2678c2250f7f2e96088e2529d697;48.8057041548583;2.169070049430457
48.930287861801865,2.42338510679798;"{""coordinates"": [2.42338510679798, 48.930287861801865], ""type"": ""Point""}";Le Bourget;TRAM 11;11;TRAMWAY;0;0;0;0;0;SNCF;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/64d44c24623a56d07a336c8d92d1edda;48.930287861801865;2.42338510679798
48.897552809900425,2.3733837959986004;"{""coordinates"": [2.3733837959986, 48.897552809900425], ""type"": ""Point""}";Rosa Parks;TRAM 3b;3B;TRAMWAY;0;0;0;0;0;RATP;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/39d54fc2c94b449e0465945c28663987;48.897552809900425;2.3733837959986004
48.904496420574624,2.321743589558779;"{""coordinates"": [2.321743589558779, 48.904496420574624], ""type"": ""Point""}";Saint-Ouen;METRO 14;14;METRO;0;0;0;0;0;RATP;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/9bca75433eb738dae9e4d3657b7a3de5;48.904496420574624;2.321743589558779
48.842005347289565,2.238887327153073;"{""coordinates"": [2.238887327153073, 48.842005347289565], ""type"": ""Point""}";Boulogne - Jean Jaurès;METRO 10;10;METRO;0;0;0;0;0;RATP;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/2354d638a96aaa2bdc700214befec049;48.842005347289565;2.238887327153073
48.880667463456206,2.374495966260425;"{""coordinates"": [2.374495966260425, 48.880667463456206], ""type"": ""Point""}";Bolivar;METRO 7bis;7b;METRO;0;0;0;0;0;RATP;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/53a6369ab3772b0115d7c675f45329d2;48.880667463456206;2.374495966260425
48.892082785966664,2.2850095013824143;"{""coordinates"": [2.285009501382414, 48.892082785966664], ""type"": ""Point""}";Anatole France;METRO 3;3;METRO;0;0;0;0;0;RATP;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/f78ce6bd7997c9c645e25ebdc320ff0a;48.89208278596666;2.2850095013824143
48.86558647849898,2.356736756794993;"{""coordinates"": [2.356736756794993, 48.86558647849898], ""type"": ""Point""}";Arts et Métiers;METRO 3;3;METRO;0;0;0;0;0;RATP;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/f78ce6bd7997c9c645e25ebdc320ff0a;48.86558647849898;2.356736756794993
48.88380394240113,2.3506129993253224;"{""coordinates"": [2.350612999325322, 48.88380394240113], ""type"": ""Point""}";Barbès-Rochechouart;METRO 2;2;METRO;0;0;0;0;0;RATP;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/936e2e595d6b2f9c3555b888f90817a1;48.88380394240113;2.3506129993253224
48.85343942756841,2.3695135681565254;"{""coordinates"": [2.369513568156525, 48.85343942756841], ""type"": ""Point""}";Bastille;METRO 8;8;METRO;0;0;0;0;0;RATP;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/fc7c7039b5a3e79675aeb4d59dce6f51;48.85343942756841;2.3695135681565254
48.84133824913213,2.4009185367798027;"{""coordinates"": [2.400918536779803, 48.84133824913213], ""type"": ""Point""}";Bel-Air;METRO 6;6;METRO;0;0;0;0;0;RATP;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/57c723464a2a0862aa51d73d8a09eff0;48.84133824913213;2.4009185367798027
48.845470707583566,2.4292051663480003;"{""coordinates"": [2.429205166348, 48.845470707583566], ""type"": ""Point""}";Bérault;METRO 1;1;METRO;0;0;0;0;0;RATP;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/f99937fd31b1787d79e47d20b18f71c4;48.845470707583566;2.4292051663480003
48.78000282890859,2.4593631290764044;"{""coordinates"": [2.459363129076404, 48.78000282890859], ""type"": ""Point""}";Créteil–Préfecture;METRO 8;8;METRO;0;0;0;0;0;RATP;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/fc7c7039b5a3e79675aeb4d59dce6f51;48.78000282890859;2.4593631290764044
48.83944542837951,2.3961828864526327;"{""coordinates"": [2.396182886452633, 48.83944542837951], ""type"": ""Point""}";Daumesnil;METRO 8;8;METRO;0;0;0;0;0;RATP;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/fc7c7039b5a3e79675aeb4d59dce6f51;48.83944542837951;2.3961828864526327
48.84665685124266,2.3516232550160123;"{""coordinates"": [2.351623255016012, 48.84665685124266], ""type"": ""Point""}";Cardinal Lemoine;METRO 10;10;METRO;0;0;0;0;0;RATP;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/2354d638a96aaa2bdc700214befec049;48.84665685124266;2.3516232550160123
48.85763141070005,2.3480365654004016;"{""coordinates"": [2.348036565400402, 48.85763141070005], ""type"": ""Point""}";Châtelet;METRO 11;11;METRO;0;0;METRO 11;0;0;RATP;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/964a06dc4dd9a4041b09c37567bd5b94;48.85763141070005;2.3480365654004016
48.85493637835866,2.3473213170674265;"{""coordinates"": [2.347321317067427, 48.85493637835866], ""type"": ""Point""}";Cité;METRO 4;4;METRO;0;0;0;0;0;RATP;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/40edb03ba8639ac2542ee899469bacdb;48.85493637835866;2.3473213170674265
48.86628580458389,2.3229434122435415;"{""coordinates"": [2.322943412243542, 48.86628580458389], ""type"": ""Point""}";Concorde;METRO 1;1;METRO;0;0;0;0;0;RATP;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/f99937fd31b1787d79e47d20b18f71c4;48.86628580458389;2.322943412243541
48.831129548026645,2.3435116577497763;"{""coordinates"": [2.343511657749776, 48.831129548026645], ""type"": ""Point""}";Glacière;METRO 6;6;METRO;0;0;0;0;0;RATP;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/57c723464a2a0862aa51d73d8a09eff0;48.831129548026645;2.3435116577497763
48.87511181695599,2.389415032035528;"{""coordinates"": [2.389415032035528, 48.87511181695599], ""type"": ""Point""}";Jourdain;METRO 11;11;METRO;0;0;0;0;0;RATP;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/964a06dc4dd9a4041b09c37567bd5b94;48.87511181695599;2.389415032035528
48.892418922945716,2.3447646117383565;"{""coordinates"": [2.344764611738356, 48.892418922945716], ""type"": ""Point""}";Jules Joffrin;METRO 12;12;METRO;0;0;0;0;0;RATP;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/5629d91af00c9f8af73e2b4cfdbcbb49;48.89241892294572;2.3447646117383565
48.85272512017012,2.406089161868773;"{""coordinates"": [2.406089161868773, 48.85272512017012], ""type"": ""Point""}";Maraîchers;METRO 9;9;METRO;0;0;0;0;0;RATP;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/78e78b6d779fd1700a65a68abe9b1b7a;48.85272512017012;2.406089161868773
48.89143955488239,2.349627158227453;"{""coordinates"": [2.349627158227453, 48.89143955488239], ""type"": ""Point""}";Marcadet-Poissonniers;METRO 4;4;METRO;0;0;0;0;0;RATP;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/40edb03ba8639ac2542ee899469bacdb;48.89143955488239;2.349627158227453
48.83711700698872,2.4023331645551855;"{""coordinates"": [2.402333164555186, 48.83711700698872], ""type"": ""Point""}";Michel Bizot;METRO 8;8;METRO;0;0;0;0;0;RATP;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/fc7c7039b5a3e79675aeb4d59dce6f51;48.83711700698872;2.402333164555185
48.848741665717824,2.2989309117480614;"{""coordinates"": [2.298930911748061, 48.848741665717824], ""type"": ""Point""}";La Motte Picquet-Grenelle;METRO 6;6;METRO;0;0;0;0;0;RATP;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/57c723464a2a0862aa51d73d8a09eff0;48.848741665717824;2.2989309117480614
48.81012995727394,2.362263387127349;"{""coordinates"": [2.362263387127349, 48.81012995727394], ""type"": ""Point""}";Le Kremlin-Bicêtre;METRO 7;7;METRO;0;0;0;0;0;RATP;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/0b6c43f2294318bf37466cef3a6c001a;48.81012995727394;2.362263387127349
